mandature_id,institution,mandature,mandature_start_date,mandature_end_date,wikidata_qid,person_id,last_name,first_name,birth_date,death_date,department,group,mandat_start_date,mandat_end_date,mandat_duration,sycomore_id,senat_id,wikidata_qid.1
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,montigny_1892-04-19,Montigny,"Jean, Auguste",1892-04-19,1970-10-17,Sarthe,Indépendants de gauche,1932-05-01,1936-05-31,1491.0,5388,,Q3173588
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,montigny_1892-04-19,Montigny,"Jean, Auguste",1892-04-19,1970-10-17,Sarthe,Gauche démocratique et radicale indépendante,1936-04-26,1942-05-31,2226.0,5388,,Q3173588
senat_1938,senat,Élections sénatoriales de 1938,1938-10-23,,#REF!,médecin_1890-12-02,Médecin,Jean,1890-12-02,1965-12-18,Alpes-Maritimes,,1939-01-10,1945-10-21,2476.0,5157,medecin_jean0127r3,Q3173654
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,médecin_1890-12-02,Médecin,Jean,1890-12-02,1965-12-18,Alpes-Maritimes,Indépendants de gauche,1932-05-01,1936-05-31,1491.0,5157,medecin_jean0127r3,Q3173654
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,médecin_1890-12-02,Médecin,Jean,1890-12-02,1965-12-18,Alpes-Maritimes,Non inscrit,1936-04-26,1942-05-31,2226.0,5157,medecin_jean0127r3,Q3173654
senat_1882,senat,Élections sénatoriales de 1882,1882-01-08,,#REF!,noblot_1816-08-30,NOBLOT,Jean,1816-08-30,1895-07-12,Haute-Saône,,1882-01-08,1891-01-03,3282.0,,noblot_jean1166r3,Q3173730
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,odin_1889-01-20,Odin,Jean,1889-01-20,1975-10-15,Gironde,Gauche radicale,1928-04-29,1932-05-31,1493.0,5593,odin_jean0202r3,Q3173771
senat_1932,senat,Élections sénatoriales de 1932,1932-10-16,,#REF!,odin_1889-01-20,Odin,Jean,1889-01-20,1975-10-15,Gironde,,1933-01-10,1941-12-31,3277.0,5593,odin_jean0202r3,Q3173771
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Alpes-Maritimes,Gauche radicale,1914-05-10,1919-12-07,2037.0,5624,,Q3173799
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Alpes-Maritimes,Gauche républicaine démocratique,1919-11-16,1924-05-31,1658.0,5624,,Q3173799
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Alpes-Maritimes,Radical et radical-socialiste,1924-05-11,1928-05-31,1481.0,5624,,Q3173799
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Alpes-Maritimes,Républicain radical et radical-socialiste,1928-04-22,1932-04-30,1469.0,5624,,Q3173799
gouv_briand_8,gouvernement,Gouvernement Briand VIII,1925-11-28,1926-03-06,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Sous-secrétaire d’État à la Guerre,,,,,5624,,Q3173799
gouv_briand_9,gouvernement,Gouvernement Briand IX,1926-03-09,1926-06-15,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Sous-secrétaire d’État à la Guerre,,,,,5624,,Q3173799
gouv_painleve_2,gouvernement,Gouvernement Painlevé II,1925-04-17,1925-10-27,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Sous-secrétaire d’État à la Guerre,,,,,5624,,Q3173799
gouv_painleve_3,gouvernement,Gouvernement Painlevé III,1925-10-29,1925-11-22,#REF!,ossola_1881-04-24,Ossola,Jean,1881-04-24,1932-04-30,Sous-secrétaire d’État à la Guerre,,,,,5624,,Q3173799
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,payra_1882-02-16,Payra,Jean,1882-02-16,1937-05-29,Pyrénées-Orientales,Parti socialiste,1924-05-11,1928-05-31,1481.0,5736,payra_jean1091r3,Q3173886
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,payra_1882-02-16,Payra,Jean,1882-02-16,1937-05-29,Pyrénées-Orientales,Parti socialiste,1928-04-29,1932-05-31,1493.0,5736,payra_jean1091r3,Q3173886
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,payra_1882-02-16,Payra,Jean,1882-02-16,1937-05-29,Pyrénées-Orientales,Parti socialiste,1932-05-08,1936-01-16,1348.0,5736,payra_jean1091r3,Q3173886
senat_1935,senat,Élections sénatoriales de 1935,1935-10-20,,#REF!,payra_1882-02-16,Payra,Jean,1882-02-16,1937-05-29,Pyrénées-Orientales,,1936-01-14,1937-05-29,501.0,5736,payra_jean1091r3,Q3173886
senat_1927,senat,Élections sénatoriales de 1927,1927-01-09,,#REF!,pelletier_1870-08-13,PELLETIER,Jean,1870-08-13,1944-04-24,Saône-et-Loire,,1927-01-09,1936-01-13,3291.0,,pelletier_jean1228r3,Q3173890
senat_1935,senat,Élections sénatoriales de 1935,1935-10-20,,#REF!,pelletier_1870-08-13,PELLETIER,Jean,1870-08-13,1944-04-24,Saône-et-Loire,,1936-01-14,1945-10-21,3568.0,,pelletier_jean1228r3,Q3173890
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,perrot_1889-06-07,Perrot,Jean,1889-06-07,1976-01-22,Finistère,Républicain radical et radical-socialiste,1932-05-08,1936-05-31,1484.0,5825,,Q3173921
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,perrot_1889-06-07,Perrot,Jean,1889-06-07,1976-01-22,Finistère,Républicain radical et radical-socialiste,1936-04-26,1942-05-31,2226.0,5825,,Q3173921
senat_1903,senat,Élections sénatoriales de 1903,1903-01-04,,#REF!,peyrot_1843-11-11,PEYROT,Jean,1843-11-11,1917-11-11,Dordogne,,1903-01-04,1912-01-06,3289.0,,peyrot_jean0662r3,Q3173948
senat_1912,senat,Élections sénatoriales de 1912,1912-01-07,,#REF!,peyrot_1843-11-11,PEYROT,Jean,1843-11-11,1917-11-11,Dordogne,,1912-01-07,1945-10-21,12341.0,,peyrot_jean0662r3,Q3173948
senat_1920,senat,Élections sénatoriales de 1920,1920-01-11,,#REF!,philip_1868-10-06,PHILIP,Jean,1868-10-06,1952-02-18,Gers,,1920-01-11,1924-01-05,1455.0,,philip_jean0155r3,Q3173958
senat_1924,senat,Élections sénatoriales de 1924,1924-01-06,,#REF!,philip_1868-10-06,PHILIP,Jean,1868-10-06,1952-02-18,Gers,,1924-01-06,1933-01-09,3291.0,,philip_jean0155r3,Q3173958
senat_1932,senat,Élections sénatoriales de 1932,1932-10-16,,#REF!,philip_1868-10-06,PHILIP,Jean,1868-10-06,1952-02-18,Gers,,1933-01-10,1945-10-21,4667.0,,philip_jean0155r3,Q3173958
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,pierre-bloch_1905-04-14,Pierre-Bloch,Jean,1905-04-14,1999-03-17,Aisne,Socialiste,1936-04-26,1941-11-19,2033.0,5920,,Q3173983
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Action libérale,1910-04-24,1914-05-31,1498.0,5981,plichon_jean1422r3,Q3174051
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Action libérale,1914-04-26,1919-12-07,2051.0,5981,plichon_jean1422r3,Q3174051
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Entente républicaine démocratique,1919-11-16,1920-01-20,65.0,5981,plichon_jean1422r3,Q3174051
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Union républicaine démocratique,1924-05-11,1928-05-31,1481.0,5981,plichon_jean1422r3,Q3174051
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Union républicaine démocratique,1928-04-22,1932-05-31,1500.0,5981,plichon_jean1422r3,Q3174051
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Républicain et social,1932-05-08,1936-05-31,1484.0,5981,plichon_jean1422r3,Q3174051
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Action libérale,1889-09-22,1893-10-14,1483.0,5981,plichon_jean1422r3,Q3174051
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Action libérale,1893-08-20,1898-05-31,1745.0,5981,plichon_jean1422r3,Q3174051
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Action libérale,1898-05-08,1902-05-31,1483.0,5981,plichon_jean1422r3,Q3174051
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Action libérale,1902-04-27,1906-05-31,1495.0,5981,plichon_jean1422r3,Q3174051
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,Action libérale,1906-05-06,1910-05-31,1486.0,5981,plichon_jean1422r3,Q3174051
senat_1920,senat,Élections sénatoriales de 1920,1920-01-11,,#REF!,plichon_1863-06-14,Plichon,"Jean, Ignace, Alexis, Winoc",1863-06-14,1936-09-22,Nord,,1920-01-11,1924-01-05,1455.0,5981,plichon_jean1422r3,Q3174051
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,turigny_1822-01-17,Turigny,"Jean, Placide",1822-01-17,1905-08-01,Nièvre,Extrême-gauche,1881-08-21,1885-10-14,1515.0,7174,,Q3174122
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,turigny_1822-01-17,Turigny,"Jean, Placide",1822-01-17,1905-08-01,Nièvre,Gauche radicale,1885-10-04,1889-10-14,1471.0,7174,,Q3174122
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,turigny_1822-01-17,Turigny,"Jean, Placide",1822-01-17,1905-08-01,Nièvre,Gauche radicale-socialiste,1889-10-06,1893-10-14,1469.0,7174,,Q3174122
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,turigny_1822-01-17,Turigny,"Jean, Placide",1822-01-17,1905-08-01,Nièvre,Gauche radicale-socialiste,1893-09-03,1898-05-31,1731.0,7174,,Q3174122
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,turigny_1822-01-17,Turigny,"Jean, Placide",1822-01-17,1905-08-01,Nièvre,Gauche radicale-socialiste,1898-05-08,1902-05-31,1483.0,7174,,Q3174122
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,turigny_1822-01-17,Turigny,"Jean, Placide",1822-01-17,1905-08-01,Nièvre,Gauche radicale-socialiste,1902-04-27,1905-08-01,1192.0,7174,,Q3174122
gouv_reynaud,gouvernement,Gouvernement Reynaud,1940-03-21,1940-06-16,#REF!,prouvost_1885-04-24,Prouvost,Jean,1885-04-24,1978-10-18,Ministre de l'Information,,,,,,,Q3174129
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,quenette_1903-05-02,Quenette,Jean,1903-05-02,1971-10-25,Meurthe-et-Moselle,,1935-03-17,1936-05-31,441.0,6548,,Q3174183
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,quenette_1903-05-02,Quenette,Jean,1903-05-02,1971-10-25,Meurthe-et-Moselle,Républicains indépendants et d'action sociale,1936-04-26,1942-05-31,2226.0,6548,,Q3174183
senat_1906,senat,Élections sénatoriales de 1906,1906-01-07,,#REF!,richard_1856-07-14,RICHARD,Jean,1856-07-14,1929-06-13,Saône-et-Loire,,1908-02-23,1909-01-02,314.0,,richard_jean1211r3,Q3174311
senat_1909,senat,Élections sénatoriales de 1909,1909-01-03,,#REF!,richard_1856-07-14,RICHARD,Jean,1856-07-14,1929-06-13,Saône-et-Loire,,1909-01-03,1920-01-10,4024.0,,richard_jean1211r3,Q3174311
senat_1920,senat,Élections sénatoriales de 1920,1920-01-11,,#REF!,richard_1856-07-14,RICHARD,Jean,1856-07-14,1929-06-13,Saône-et-Loire,,1920-01-11,1927-01-08,2554.0,,richard_jean1211r3,Q3174311
senat_1927,senat,Élections sénatoriales de 1927,1927-01-09,,#REF!,richard_1856-07-14,RICHARD,Jean,1856-07-14,1929-06-13,Saône-et-Loire,,1927-01-09,1945-10-21,6860.0,,richard_jean1211r3,Q3174311
senat_1885,senat,Élections sénatoriales de 1885,1885-01-25,,#REF!,roger_1831-02-03,ROGER,Jean,1831-02-03,1907-12-16,Dordogne,,1885-01-25,1894-01-06,3268.0,,roger_jean0655r3,Q3174388
senat_1894,senat,Élections sénatoriales de 1894,1894-01-07,,#REF!,roger_1831-02-03,ROGER,Jean,1831-02-03,1907-12-16,Dordogne,,1894-01-07,1945-10-21,18914.0,,roger_jean0655r3,Q3174388
senat_1920,senat,Élections sénatoriales de 1920,1920-01-11,,#REF!,stuhl_1862-04-26,STUHL,Jean,1862-04-26,1942-11-23,Moselle,,1920-01-11,1924-01-05,1455.0,,stuhl_jean0708r3,Q3174691
senat_1924,senat,Élections sénatoriales de 1924,1924-01-06,,#REF!,stuhl_1862-04-26,STUHL,Jean,1862-04-26,1942-11-23,Moselle,,1924-01-06,1933-01-09,3291.0,,stuhl_jean0708r3,Q3174691
senat_1932,senat,Élections sénatoriales de 1932,1932-10-16,,#REF!,stuhl_1862-04-26,STUHL,Jean,1862-04-26,1942-11-23,Moselle,,1933-01-10,1945-10-21,4667.0,,stuhl_jean0708r3,Q3174691
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,taurines_1884-01-21,Taurines,Jean,1884-01-21,1958-10-22,Loire,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,6969,taurines_jean1357r3,Q3174745
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,taurines_1884-01-21,Taurines,Jean,1884-01-21,1958-10-22,Loire,Députés indépendants,1928-04-29,1932-05-31,1493.0,6969,taurines_jean1357r3,Q3174745
senat_1932,senat,Élections sénatoriales de 1932,1932-10-16,,#REF!,taurines_1884-01-21,Taurines,Jean,1884-01-21,1958-10-22,Loire,,1933-01-10,1941-12-31,3277.0,6969,taurines_jean1357r3,Q3174745
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,thureau-dangin_1876-01-06,Thureau-Dangin,"Jean, Marie, Charles",1876-01-06,1942-10-20,Seine-Inférieure,Républicains de gauche,1929-04-21,1932-05-31,1136.0,7070,thureau_dangin_jean1599r3,Q3174798
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,thureau-dangin_1876-01-06,Thureau-Dangin,"Jean, Marie, Charles",1876-01-06,1942-10-20,Seine-Inférieure,Républicains de gauche,1932-05-01,1935-10-20,1267.0,7070,thureau_dangin_jean1599r3,Q3174798
senat_1929,senat,Élections sénatoriales de 1929,1929-10-20,,#REF!,thureau-dangin_1876-01-06,Thureau-Dangin,"Jean, Marie, Charles",1876-01-06,1942-10-20,Seine-Inférieure,,1932-05-01,1936-01-13,1352.0,7070,thureau_dangin_jean1599r3,Q3174798
senat_1935,senat,Élections sénatoriales de 1935,1935-10-20,,#REF!,thureau-dangin_1876-01-06,Thureau-Dangin,"Jean, Marie, Charles",1876-01-06,1942-10-20,Seine-Inférieure,,1936-01-14,1942-10-20,2471.0,7070,thureau_dangin_jean1599r3,Q3174798
gouv_daladier_2,gouvernement,Gouvernement Daladier II,1934-01-30,1934-02-07,#REF!,valadier_1878-09-07,Valadier,Jean,1878-09-07,1959-12-09,Ministre du Travail et de la Prévoyance Sociale,,,,,,valadier_jean0770r3,Q3174926
senat_1927,senat,Élections sénatoriales de 1927,1927-01-09,,#REF!,valadier_1878-09-07,Valadier,Jean,1878-09-07,1959-12-09,Eure-et-Loir,,1928-05-06,1930-01-13,617.0,,valadier_jean0770r3,Q3174926
senat_1929,senat,Élections sénatoriales de 1929,1929-10-20,,#REF!,valadier_1878-09-07,Valadier,Jean,1878-09-07,1959-12-09,Eure-et-Loir,,1930-01-14,1939-01-09,3282.0,,valadier_jean0770r3,Q3174926
senat_1938,senat,Élections sénatoriales de 1938,1938-10-23,,#REF!,valadier_1878-09-07,Valadier,Jean,1878-09-07,1959-12-09,Eure-et-Loir,,1939-01-10,1945-10-21,2476.0,,valadier_jean0770r3,Q3174926
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,vassal_1876-11-01,Vassal,Jean,1876-11-01,1953-05-27,Oise,Parti socialiste,1928-04-29,1932-05-31,1493.0,7295,,Q3174977
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,vassal_1876-11-01,Vassal,Jean,1876-11-01,1953-05-27,Oise,Parti socialiste,1932-05-08,1936-05-31,1484.0,7295,,Q3174977
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,Gauche démocratique,1910-04-24,1914-05-31,1498.0,7358,villault_duchesnois_jean1032r3,Q3175043
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,Républicains de gauche,1914-04-26,1919-12-07,2051.0,7358,villault_duchesnois_jean1032r3,Q3175043
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,Républicains de gauche,1919-11-16,1924-05-31,1658.0,7358,villault_duchesnois_jean1032r3,Q3175043
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,Républicains de gauche,1924-05-11,1927-05-29,1113.0,7358,villault_duchesnois_jean1032r3,Q3175043
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,,1901-12-01,1902-02-17,78.0,7358,villault_duchesnois_jean1032r3,Q3175043
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,,1902-04-27,1906-05-31,1495.0,7358,villault_duchesnois_jean1032r3,Q3175043
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,Union démocratique,1906-05-06,1910-05-31,1486.0,7358,villault_duchesnois_jean1032r3,Q3175043
senat_1927,senat,Élections sénatoriales de 1927,1927-01-09,,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,,1927-05-29,1933-01-09,2052.0,7358,villault_duchesnois_jean1032r3,Q3175043
senat_1932,senat,Élections sénatoriales de 1932,1932-10-16,,#REF!,villault-duchesnois_1870-08-28,Villault-Duchesnois,Jean,1870-08-28,1944-06-08,Manche,,1933-01-10,1945-10-21,4667.0,7358,villault_duchesnois_jean1032r3,Q3175043
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,voillot_1874-04-05,Voillot,Jean,1874-04-05,1953-02-18,Rhône,Parti socialiste,1914-05-10,1919-12-07,2037.0,7389,voillot_jean1145r3,Q3175075
senat_1927,senat,Élections sénatoriales de 1927,1927-01-09,,#REF!,voillot_1874-04-05,Voillot,Jean,1874-04-05,1953-02-18,Rhône,,1927-01-09,1936-01-13,3291.0,7389,voillot_jean1145r3,Q3175075
senat_1935,senat,Élections sénatoriales de 1935,1935-10-20,,#REF!,robert_1878-09-07,ROBERT,Léopold,1878-09-07,,Vendée,,1936-01-14,1944-12-31,3274.0,,robert_leopold1756r3,Q3175127
senat_1921,senat,Élections sénatoriales de 1921,1921-01-09,,#REF!,de bertier de sauvigny_1877-10-31,de BERTIER de SAUVIGNY,Jean-Marie,1877-10-31,1926-09-26,Moselle,,1922-02-26,1924-01-05,678.0,,de_bertier_de_sauvigny_jean_marie0704r3,Q3175273
senat_1924,senat,Élections sénatoriales de 1924,1924-01-06,,#REF!,de bertier de sauvigny_1877-10-31,de BERTIER de SAUVIGNY,Jean-Marie,1877-10-31,1926-09-26,Moselle,,1924-01-06,1945-10-21,7959.0,,de_bertier_de_sauvigny_jean_marie0704r3,Q3175273
senat_1927,senat,Élections sénatoriales de 1927,1927-01-09,,#REF!,de leusse_1877-02-06,de LEUSSE,Jean,1877-02-06,1963-08-25,Bas-Rhin,,1927-01-09,1936-01-13,3291.0,7822,de_leusse_jean1109r3,Q3175525
senat_1935,senat,Élections sénatoriales de 1935,1935-10-20,,#REF!,de leusse_1877-02-06,de LEUSSE,Jean,1877-02-06,1963-08-25,Bas-Rhin,,1936-01-14,1945-10-21,3568.0,7822,de_leusse_jean1109r3,Q3175525
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,de leusse_1877-02-06,de LEUSSE,Jean,1877-02-06,1963-08-25,Bas-Rhin,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,7822,de_leusse_jean1109r3,Q3175525
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,suzannet_1884-10-11,Suzannet,"Jean, Louis, Honoré de",1884-10-11,1938-01-27,Vendée,Fédération républicaine de France,1936-04-26,1938-01-27,641.0,6928,,Q3175718
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,pouët_1875-03-23,Pouët,Jean du Tinguy du,1875-03-23,1951-12-05,Vendée,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,7080,,Q3175732
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,pouët_1875-03-23,Pouët,Jean du Tinguy du,1875-03-23,1951-12-05,Vendée,Union républicaine démocratique,1924-05-11,1928-05-31,1481.0,7080,,Q3175732
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,pouët_1875-03-23,Pouët,Jean du Tinguy du,1875-03-23,1951-12-05,Vendée,Union républicaine démocratique,1928-04-22,1932-05-31,1500.0,7080,,Q3175732
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,pouët_1875-03-23,Pouët,Jean du Tinguy du,1875-03-23,1951-12-05,Vendée,Républicain et social,1932-05-01,1936-05-31,1491.0,7080,,Q3175732
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,pouët_1875-03-23,Pouët,Jean du Tinguy du,1875-03-23,1951-12-05,Vendée,Républicains indépendants et d'action sociale,1936-04-26,1942-05-31,2226.0,7080,,Q3175732
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,nadaillac_1880-08-05,Nadaillac,Jean du Pouget de,1880-08-05,1948-02-25,Nièvre,Députés du centre républicain,1932-05-08,1936-05-31,1484.0,6445,,Q3175816
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,murat_1828-12-12,Murat,"Joachim, Joseph, André",1828-12-12,1904-03-13,Lot,Appel au peuple,1881-08-21,1885-10-14,1515.0,9219,,Q3179471
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,murat_1828-12-12,Murat,"Joachim, Joseph, André",1828-12-12,1904-03-13,Lot,Appel au peuple,1885-10-04,1889-10-14,1471.0,9219,,Q3179471
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,murat_1885-08-06,Murat,Joachim,1885-08-06,1938-05-11,Lot,Non inscrit,1919-11-16,1924-05-31,1658.0,5487,,Q3179490
senat_1876,senat,Élections sénatoriales de 1876,1876-01-27,,#REF!,rampon_1805-07-09,RAMPON,Joachim,1805-07-09,,Ardèche,,1876-01-30,1883-01-11,2538.0,,rampon_joachim0130r3,Q3179497
gouv_briand_5,gouvernement,Gouvernement Briand V,1915-10-29,1916-12-12,#REF!,de freycinet_1828-11-14,de Freycinet,Charles,1828-11-14,1923-05-14,Ministre d'État,,,,,,de_saulces_de_freycinet_louis1713r3,Q317957
gouv_brisson_1,gouvernement,Gouvernement Brisson I,1885-04-06,1885-12-29,#REF!,de freycinet_1828-11-14,de Freycinet,Charles,1828-11-14,1923-05-14,Ministre des Affaires étrangères,,,,,,de_saulces_de_freycinet_louis1713r3,Q317957
gouv_de_freycinet_2,gouvernement,Gouvernement de Freycinet II,1882-01-30,1882-07-29,#REF!,de freycinet_1828-11-14,de Freycinet,Charles,1828-11-14,1923-05-14,Ministre des Affaires étrangères,,,,,,de_saulces_de_freycinet_louis1713r3,Q317957
gouv_de_freycinet_2,gouvernement,Gouvernement de Freycinet II,1882-01-30,1882-07-29,#REF!,de freycinet_1828-11-14,de Freycinet,Charles,1828-11-14,1923-05-14,Président du Conseil,,,,,,de_saulces_de_freycinet_louis1713r3,Q317957
gouv_de_freycinet_3,gouvernement,Gouvernement de Freycinet III,1886-01-09,1886-12-05,#REF!,de freycinet_1828-11-14,de Freycinet,Charles,1828-11-14,1923-05-14,Ministre des Affaires étrangères,,,,,,de_saulces_de_freycinet_louis1713r3,Q317957
gouv_de_freycinet_3,gouvernement,Gouvernement de Freycinet III,1886-01-09,1886-12-05,#REF!,de freycinet_1828-11-14,de Freycinet,Charles,1828-11-14,1923-05-14,Président du Conseil des ministres,,,,,,de_saulces_de_freycinet_louis1713r3,Q317957
gouv_de_freycinet_4,gouvernement,Gouvernement de Freycinet IV,1890-03-18,1892-02-20,#REF!,de freycinet_1828-11-14,de Freycinet,Charles,1828-11-14,1923-05-14,Ministre de la Guerre,,,,,,de_saulces_de_freycinet_louis1713r3,Q317957
