nom,prenom,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Dreyt,Gaston,Hautes-Pyrénées Groupe Parti républicain radical et radical socialiste,26 avril 1914,10 janvier 1919,14 décembre 1857,10 janvier 1919,2591,https://www2.assemblee-nationale.fr/sycomore/fiche/2591
Driant,Emile,Meurthe-et-Moselle Groupe Action libérale,24 avril 1910,31 mai 1914,11 septembre 1855,22 février 1916,2592,https://www2.assemblee-nationale.fr/sycomore/fiche/2592
Driant,Emile,Meurthe-et-Moselle Groupe Action libérale,26 avril 1914,22 février 1916,11 septembre 1855,22 février 1916,2592,https://www2.assemblee-nationale.fr/sycomore/fiche/2592
Drivet,Antoine,Loire Groupe Républicains radicaux-socialistes,8 mai 1910,31 mai 1914,31 août 1863,6 juin 1946,2593,https://www2.assemblee-nationale.fr/sycomore/fiche/2593
Drivet,Antoine,Loire Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,31 août 1863,6 juin 1946,2593,https://www2.assemblee-nationale.fr/sycomore/fiche/2593
Dron,Gustave,Nord,6 octobre 1889,14 octobre 1893,21 octobre 1856,17 août 1930,2595,https://www2.assemblee-nationale.fr/sycomore/fiche/2595
Dron,Gustave,Nord,3 septembre 1893,31 mai 1898,21 octobre 1856,17 août 1930,2595,https://www2.assemblee-nationale.fr/sycomore/fiche/2595
Dron,Gustave,Nord,25 décembre 1898,31 mai 1902,21 octobre 1856,17 août 1930,2595,https://www2.assemblee-nationale.fr/sycomore/fiche/2595
Dron,Gustave,Nord Groupe Gauche radicale,11 mai 1902,31 mai 1906,21 octobre 1856,17 août 1930,2595,https://www2.assemblee-nationale.fr/sycomore/fiche/2595
Dron,Gustave,Nord Groupe Gauche radicale,20 mai 1906,31 mai 1910,21 octobre 1856,17 août 1930,2595,https://www2.assemblee-nationale.fr/sycomore/fiche/2595
Dron,Gustave,Nord Groupe Gauche radicale,8 mai 1910,21 janvier 1914,21 octobre 1856,17 août 1930,2595,https://www2.assemblee-nationale.fr/sycomore/fiche/2595
Drouot,Maurice,Haute-Saône Groupe Républicains de gauche,7 octobre 1928,31 mai 1932,10 février 1876,4 juin 1959,2599,https://www2.assemblee-nationale.fr/sycomore/fiche/2599
Drouot,Maurice,Haute-Saône Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,10 février 1876,4 juin 1959,2599,https://www2.assemblee-nationale.fr/sycomore/fiche/2599
Auffray,"Jules, Augustin",Seine Groupe Républicains nationalistes,11 mai 1902,31 mai 1906,3 novembre 1852,7 avril 1916,260,https://www2.assemblee-nationale.fr/sycomore/fiche/260
Drumel,"Etienne, Hubert, Ernest",Ardennes,5 mars 1876,25 juin 1877,25 janvier 1844,22 novembre 1897,2601,https://www2.assemblee-nationale.fr/sycomore/fiche/2601
Drumel,"Etienne, Hubert, Ernest",Ardennes,14 octobre 1877,14 octobre 1881,25 janvier 1844,22 novembre 1897,2601,https://www2.assemblee-nationale.fr/sycomore/fiche/2601
Drumel,"Etienne, Hubert, Ernest",Ardennes,21 août 1881,14 octobre 1885,25 janvier 1844,22 novembre 1897,2601,https://www2.assemblee-nationale.fr/sycomore/fiche/2601
Drumont,Edouard,Anciens départements d'Algérie,8 mai 1898,31 mai 1902,3 mai 1844,4 février 1917,2602,https://www2.assemblee-nationale.fr/sycomore/fiche/2602
Bodan,"Charles, Maurice, Christophe Guillo Du",Morbihan Groupe Union des Droites,27 avril 1873,7 mars 1876,23 mai 1827,16 novembre 1897,2605,https://www2.assemblee-nationale.fr/sycomore/fiche/2605
Bodan,"Charles, Maurice, Christophe Guillo Du",Morbihan Groupe Union des Droites,20 février 1876,25 juin 1877,23 mai 1827,16 novembre 1897,2605,https://www2.assemblee-nationale.fr/sycomore/fiche/2605
Bodan,"Charles, Maurice, Christophe Guillo Du",Morbihan Groupe Union des Droites,14 octobre 1877,14 octobre 1881,23 mai 1827,16 novembre 1897,2605,https://www2.assemblee-nationale.fr/sycomore/fiche/2605
Bodan,"Charles, Maurice, Christophe Guillo Du",Morbihan Groupe Union des Droites,21 août 1881,14 octobre 1885,23 mai 1827,16 novembre 1897,2605,https://www2.assemblee-nationale.fr/sycomore/fiche/2605
Bodan,"Charles, Maurice, Christophe Guillo Du",Morbihan Groupe Union des Droites,4 octobre 1885,14 octobre 1889,23 mai 1827,16 novembre 1897,2605,https://www2.assemblee-nationale.fr/sycomore/fiche/2605
Bodan,"Charles, Maurice, Christophe Guillo Du",Morbihan Groupe Union des Droites,22 septembre 1889,14 octobre 1893,23 mai 1827,16 novembre 1897,2605,https://www2.assemblee-nationale.fr/sycomore/fiche/2605
Bodan,"Charles, Maurice, Christophe Guillo Du",Morbihan Groupe Union des Droites,20 août 1893,16 novembre 1897,23 mai 1827,16 novembre 1897,2605,https://www2.assemblee-nationale.fr/sycomore/fiche/2605
Duault,Alfred,Côtes-du-Nord Groupe Démocrate populaire,3 mai 1936,31 mai 1942,26 mars 1889,16 octobre 1955,2606,https://www2.assemblee-nationale.fr/sycomore/fiche/2606
Dubarle,Robert,Isère Groupe Républicain progressiste,8 mai 1910,31 mai 1914,16 octobre 1881,15 juin 1915,2607,https://www2.assemblee-nationale.fr/sycomore/fiche/2607
Augagneur,"Victor, Jean",Rhône,6 novembre 1904,3 novembre 1905,16 mai 1855,23 avril 1931,261,https://www2.assemblee-nationale.fr/sycomore/fiche/261
Augagneur,"Victor, Jean",Rhône Groupe Républicain socialiste,24 avril 1910,31 mai 1914,16 mai 1855,23 avril 1931,261,https://www2.assemblee-nationale.fr/sycomore/fiche/261
Augagneur,"Victor, Jean",Rhône Groupe Républicain socialiste,10 mai 1914,7 décembre 1919,16 mai 1855,23 avril 1931,261,https://www2.assemblee-nationale.fr/sycomore/fiche/261
Augagneur,"Victor, Jean",Rhône Groupe Gauche sociale et radicale,29 avril 1928,23 avril 1931,16 mai 1855,23 avril 1931,261,https://www2.assemblee-nationale.fr/sycomore/fiche/261
Dubief,"Fernand, Jean-Baptiste",Saône-et-Loire Groupe Radical-socialiste,20 août 1893,31 mai 1898,14 octobre 1850,4 juin 1916,2610,https://www2.assemblee-nationale.fr/sycomore/fiche/2610
Dubief,"Fernand, Jean-Baptiste",Saône-et-Loire Groupe Radical-socialiste,8 mai 1898,31 mai 1902,14 octobre 1850,4 juin 1916,2610,https://www2.assemblee-nationale.fr/sycomore/fiche/2610
Dubief,"Fernand, Jean-Baptiste",Saône-et-Loire Groupe Radical-socialiste,27 avril 1902,31 mai 1906,14 octobre 1850,4 juin 1916,2610,https://www2.assemblee-nationale.fr/sycomore/fiche/2610
Dubief,"Fernand, Jean-Baptiste",Saône-et-Loire Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,14 octobre 1850,4 juin 1916,2610,https://www2.assemblee-nationale.fr/sycomore/fiche/2610
Dubief,"Fernand, Jean-Baptiste",Saône-et-Loire Groupe Parti républicain radical et radical socialiste,26 avril 1914,4 juin 1916,14 octobre 1850,4 juin 1916,2610,https://www2.assemblee-nationale.fr/sycomore/fiche/2610
Dubled,Gustave,Nord Groupe Parti socialiste,8 mai 1910,31 mai 1914,21 janvier 1864,23 août 1916,2611,https://www2.assemblee-nationale.fr/sycomore/fiche/2611
Dubled,Gustave,Nord Groupe Parti socialiste,26 avril 1914,23 août 1916,21 janvier 1864,23 août 1916,2611,https://www2.assemblee-nationale.fr/sycomore/fiche/2611
Dubochet,"(Louis, Camille, Alexandre, Marie",Loire-Inférieure,8 mai 1898,31 mai 1902,26 novembre 1852,11 octobre 1917,2613,https://www2.assemblee-nationale.fr/sycomore/fiche/2613
Duboin,Jacques,Haute-Savoie Groupe Parti radical et radical socialiste,27 février 1921,31 mai 1924,17 septembre 1879,17 mars 1976,2614,https://www2.assemblee-nationale.fr/sycomore/fiche/2614
Duboin,Jacques,Haute-Savoie Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,17 septembre 1879,17 mars 1976,2614,https://www2.assemblee-nationale.fr/sycomore/fiche/2614
Dubois,"André, César",Seine Groupe Socialistes unifiés,6 mai 1906,31 mai 1910,16 octobre 1849,19 juillet 1922,2615,https://www2.assemblee-nationale.fr/sycomore/fiche/2615
Dubois,Arnauld,Corrèze,6 octobre 1889,14 octobre 1893,23 janvier 1842,23 février 1919,2616,https://www2.assemblee-nationale.fr/sycomore/fiche/2616
Dubois,"Emile, Jules",Seine Groupe Républicain socialiste,22 mai 1898,31 mai 1902,28 décembre 1853,7 août 1904,2618,https://www2.assemblee-nationale.fr/sycomore/fiche/2618
Dubois,"Emile, Jules",Seine Groupe Républicain socialiste,11 mai 1902,7 mai 1904,28 décembre 1853,7 août 1904,2618,https://www2.assemblee-nationale.fr/sycomore/fiche/2618
Dubois,"Emile, André, Désiré",Nord,22 septembre 1889,14 octobre 1893,21 août 1839,3 février 1905,2619,https://www2.assemblee-nationale.fr/sycomore/fiche/2619
Dubois,"Emile, André, Désiré",Nord,20 août 1893,16 janvier 1897,21 août 1839,3 février 1905,2619,https://www2.assemblee-nationale.fr/sycomore/fiche/2619
Dubois,"François, Auguste",Côte-d'Or Groupe Gauche républicaine,8 février 1871,7 mars 1876,28 mars 1814,2 décembre 1888,2620,https://www2.assemblee-nationale.fr/sycomore/fiche/2620
Dubois,"François, Auguste",Côte-d'Or Groupe Gauche  républicaine,20 février 1876,25 juin 1877,28 mars 1814,2 décembre 1888,2620,https://www2.assemblee-nationale.fr/sycomore/fiche/2620
Dubois,"François, Auguste",Côte-d'Or Groupe Gauche  républicaine,14 octobre 1877,14 octobre 1881,28 mars 1814,2 décembre 1888,2620,https://www2.assemblee-nationale.fr/sycomore/fiche/2620
Dubois,"François, Auguste",Côte-d'Or Groupe Gauche radicale,21 août 1881,14 octobre 1885,28 mars 1814,2 décembre 1888,2620,https://www2.assemblee-nationale.fr/sycomore/fiche/2620
Dubois,"François, Auguste",Côte-d'Or Groupe Gauche radicale,4 octobre 1885,2 décembre 1888,28 mars 1814,2 décembre 1888,2620,https://www2.assemblee-nationale.fr/sycomore/fiche/2620
Dubois,"Louis, Joseph, Marie",Seine Groupe Républicain progressiste,8 mai 1910,31 mai 1914,10 juin 1859,20 janvier 1946,2622,https://www2.assemblee-nationale.fr/sycomore/fiche/2622
Dubois,"Louis, Joseph, Marie",Seine Groupe Fédération républicaine,10 mai 1914,7 décembre 1919,10 juin 1859,20 janvier 1946,2622,https://www2.assemblee-nationale.fr/sycomore/fiche/2622
Dubois,"Louis, Joseph, Marie",Seine Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,10 juin 1859,20 janvier 1946,2622,https://www2.assemblee-nationale.fr/sycomore/fiche/2622
Dubois,"Louis, Joseph, Marie",Seine Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,10 juin 1859,20 janvier 1946,2622,https://www2.assemblee-nationale.fr/sycomore/fiche/2622
Dubois,"Louis, Joseph, Marie",Seine Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,10 juin 1859,20 janvier 1946,2622,https://www2.assemblee-nationale.fr/sycomore/fiche/2622
Dubois,"Louis, Victor",Eure-et-Loir,3 novembre 1895,31 mai 1898,4 décembre 1837,12 novembre 1914,2623,https://www2.assemblee-nationale.fr/sycomore/fiche/2623
Dubois,"Louis, Victor",Eure-et-Loir,8 mai 1898,31 mai 1902,4 décembre 1837,12 novembre 1914,2623,https://www2.assemblee-nationale.fr/sycomore/fiche/2623
Marius-Dubois,"Marius, Casimir Dubois dit",Anciens départements d'Algérie Groupe Socialiste,3 mai 1936,31 mai 1942,10 octobre 1890,7 septembre 1976,2624,https://www2.assemblee-nationale.fr/sycomore/fiche/2624
Dubois,"Paul, Casimir, Léon",Somme Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,22 février 1867,16 décembre 1942,2625,https://www2.assemblee-nationale.fr/sycomore/fiche/2625
Dubois,"Paul, Casimir, Léon",Somme Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,22 février 1867,16 décembre 1942,2625,https://www2.assemblee-nationale.fr/sycomore/fiche/2625
Sablonnière,Pierre Dubois de la,Cher Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,9 octobre 1856,31 octobre 1935,2627,https://www2.assemblee-nationale.fr/sycomore/fiche/2627
Dubon,Antoine,Landes Groupe Parti républicain socialiste,8 mai 1932,31 mai 1936,11 septembre 1894,6 août 1948,2628,https://www2.assemblee-nationale.fr/sycomore/fiche/2628
Dubon,Antoine,Landes Groupe Union socialiste et républicaine,3 mai 1936,31 mai 1942,11 septembre 1894,6 août 1948,2628,https://www2.assemblee-nationale.fr/sycomore/fiche/2628
Dubosc,Albert,Seine-Inférieure Groupe Gauche démocratique et radicale indépendante,26 avril 1936,31 mai 1942,7 mars 1874,22 novembre 1956,2629,https://www2.assemblee-nationale.fr/sycomore/fiche/2629
Augé,"Bernard, Louis",Aveyron Groupe Action libérale,25 février 1912,31 mai 1914,10 août 1852,31 mai 1926,263,https://www2.assemblee-nationale.fr/sycomore/fiche/263
Augé,"Bernard, Louis",Aveyron Groupe Action libérale,26 avril 1914,7 décembre 1919,10 août 1852,31 mai 1926,263,https://www2.assemblee-nationale.fr/sycomore/fiche/263
Augé,"Bernard, Louis",Aveyron Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,10 août 1852,31 mai 1926,263,https://www2.assemblee-nationale.fr/sycomore/fiche/263
Dubosc,"Louis, François",Gers Groupe Socialiste,3 mai 1936,31 mai 1942,6 avril 1901,8 juin 1991,2630,https://www2.assemblee-nationale.fr/sycomore/fiche/2630
Dubost,"Henri, Antonin",Isère Groupe Union républicaine,17 décembre 1880,14 octobre 1881,6 avril 1842,16 avril 1921,2632,https://www2.assemblee-nationale.fr/sycomore/fiche/2632
Dubost,"Henri, Antonin",Isère Groupe Union républicaine,21 août 1881,14 octobre 1885,6 avril 1842,16 avril 1921,2632,https://www2.assemblee-nationale.fr/sycomore/fiche/2632
Dubost,"Henri, Antonin",Isère Groupe Union républicaine,4 octobre 1885,14 octobre 1889,6 avril 1842,16 avril 1921,2632,https://www2.assemblee-nationale.fr/sycomore/fiche/2632
Dubost,"Henri, Antonin",Isère Groupe Gauche radicale,22 septembre 1889,14 octobre 1893,6 avril 1842,16 avril 1921,2632,https://www2.assemblee-nationale.fr/sycomore/fiche/2632
Dubost,"Henri, Antonin",Isère Groupe Gauche radicale,20 août 1893,22 janvier 1897,6 avril 1842,16 avril 1921,2632,https://www2.assemblee-nationale.fr/sycomore/fiche/2632
Duboys-Fresney,"Jacques, Etienne, Albert",Mayenne Groupe Non inscrit,26 avril 1914,7 décembre 1919,17 mai 1873,17 juin 1956,2634,https://www2.assemblee-nationale.fr/sycomore/fiche/2634
Duboys-Fresney,"Jacques, Etienne, Albert",Mayenne Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,17 mai 1873,17 juin 1956,2634,https://www2.assemblee-nationale.fr/sycomore/fiche/2634
Duboys-Fresney,"Jacques, Etienne, Albert",Mayenne Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,17 mai 1873,17 juin 1956,2634,https://www2.assemblee-nationale.fr/sycomore/fiche/2634
Duboys-Fresney,"Jacques, Etienne, Albert",Mayenne Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,17 mai 1873,17 juin 1956,2634,https://www2.assemblee-nationale.fr/sycomore/fiche/2634
Duboys-Fresney,"Jacques, Etienne, Albert",Mayenne Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,17 mai 1873,17 juin 1956,2634,https://www2.assemblee-nationale.fr/sycomore/fiche/2634
Dubreuil,"Louis, Noël",Seine-Inférieure Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,30 décembre 1873,27 novembre 1943,2635,https://www2.assemblee-nationale.fr/sycomore/fiche/2635
Dubuisson,Louis,Finistère Groupe Gauche radicale,8 mai 1898,31 mai 1902,12 février 1842,2 avril 1914,2638,https://www2.assemblee-nationale.fr/sycomore/fiche/2638
Dubuisson,Louis,Finistère Groupe Gauche radicale,27 avril 1902,31 mai 1906,12 février 1842,2 avril 1914,2638,https://www2.assemblee-nationale.fr/sycomore/fiche/2638
Dubuisson,Louis,Finistère Groupe Progressiste,20 mai 1906,31 mai 1910,12 février 1842,2 avril 1914,2638,https://www2.assemblee-nationale.fr/sycomore/fiche/2638
Dubuisson,Louis,Finistère Groupe Gauche radicale,8 mai 1910,2 avril 1914,12 février 1842,2 avril 1914,2638,https://www2.assemblee-nationale.fr/sycomore/fiche/2638
Augé,Ferdinand,Tarn-et-Garonne Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,19 décembre 1881,5 novembre 1957,264,https://www2.assemblee-nationale.fr/sycomore/fiche/264
Ducarouge,François,Saône-et-Loire Groupe Socialistes parlementaires,27 décembre 1908,31 mai 1910,13 octobre 1859,8 mai 1913,2640,https://www2.assemblee-nationale.fr/sycomore/fiche/2640
Ducarouge,François,Saône-et-Loire Groupe Parti socialiste,8 mai 1910,8 mai 1913,13 octobre 1859,8 mai 1913,2640,https://www2.assemblee-nationale.fr/sycomore/fiche/2640
Ducaud,Joseph,Gers Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,4 septembre 1877,26 avril 1971,2641,https://www2.assemblee-nationale.fr/sycomore/fiche/2641
Duchasseint,Jean-Baptiste,Puy-de-Dôme Groupe Gauche,20 février 1876,25 juin 1877,20 janvier 1814,21 février 1895,2643,https://www2.assemblee-nationale.fr/sycomore/fiche/2643
Duchasseint,Jean-Baptiste,Puy-de-Dôme Groupe Gauche,14 octobre 1877,14 octobre 1881,20 janvier 1814,21 février 1895,2643,https://www2.assemblee-nationale.fr/sycomore/fiche/2643
Duchasseint,Jean-Baptiste,Puy-de-Dôme Groupe Union des gauches,21 août 1881,14 octobre 1885,20 janvier 1814,21 février 1895,2643,https://www2.assemblee-nationale.fr/sycomore/fiche/2643
Duchasseint,Jean-Baptiste,Puy-de-Dôme Groupe Union républicaine,18 octobre 1885,14 octobre 1889,20 janvier 1814,21 février 1895,2643,https://www2.assemblee-nationale.fr/sycomore/fiche/2643
Duchasseint,Jean-Baptiste,Puy-de-Dôme Groupe Gauche radicale,22 septembre 1889,14 octobre 1893,20 janvier 1814,21 février 1895,2643,https://www2.assemblee-nationale.fr/sycomore/fiche/2643
Duchasseint,Jean-Baptiste,Puy-de-Dôme Groupe Gauche radicale,20 août 1893,21 février 1895,20 janvier 1814,21 février 1895,2643,https://www2.assemblee-nationale.fr/sycomore/fiche/2643
Duchatel,"Charles, Jacques, Marie, Tanneguy",Charente-Inférieure Groupe Centre gauche,8 février 1871,7 mars 1876,19 octobre 1838,25 mai 1907,2645,https://www2.assemblee-nationale.fr/sycomore/fiche/2645
Duchatel,"Charles, Jacques, Marie, Tanneguy",Charente-Inférieure Groupe Centre gauche,18 octobre 1885,14 octobre 1889,19 octobre 1838,25 mai 1907,2645,https://www2.assemblee-nationale.fr/sycomore/fiche/2645
Duchesne-Fournet,"Pierre, Alphonse",Calvados Groupe Non inscrit,8 mai 1932,31 mai 1936,1 août 1880,8 avril 1965,2647,https://www2.assemblee-nationale.fr/sycomore/fiche/2647
Duchesne-Fournet,"Pierre, Alphonse",Calvados Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,1 août 1880,8 avril 1965,2647,https://www2.assemblee-nationale.fr/sycomore/fiche/2647
Ducher,Claude,Ain,4 octobre 1885,14 octobre 1889,21 octobre 1832,21 août 1909,2648,https://www2.assemblee-nationale.fr/sycomore/fiche/2648
Augé,"Fernand, Isidore, Amédée",Seine-et-Marne Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,11 août 1873,26 mai 1947,265,https://www2.assemblee-nationale.fr/sycomore/fiche/265
Augé,"Fernand, Isidore, Amédée",Seine-et-Marne Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,11 août 1873,26 mai 1947,265,https://www2.assemblee-nationale.fr/sycomore/fiche/265
Augé,"Fernand, Isidore, Amédée",Seine-et-Marne Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,11 août 1873,26 mai 1947,265,https://www2.assemblee-nationale.fr/sycomore/fiche/265
Duclaud,André,Charente Groupe Gauche républicaine,20 février 1876,25 juin 1877,8 avril 1824,6 août 1890,2650,https://www2.assemblee-nationale.fr/sycomore/fiche/2650
Duclaud,André,Charente Groupe Gauche républicaine,14 octobre 1877,14 octobre 1881,8 avril 1824,6 août 1890,2650,https://www2.assemblee-nationale.fr/sycomore/fiche/2650
Duclaud,André,Charente Groupe Union républicaine,21 août 1881,14 octobre 1885,8 avril 1824,6 août 1890,2650,https://www2.assemblee-nationale.fr/sycomore/fiche/2650
Duclaud,André,Charente,22 septembre 1889,6 août 1890,8 avril 1824,6 août 1890,2650,https://www2.assemblee-nationale.fr/sycomore/fiche/2650
Duclaux-Monteil,Jules,Ardèche Groupe Républicains progressistes,27 avril 1902,31 mai 1906,30 juillet 1848,2 avril 1939,2651,https://www2.assemblee-nationale.fr/sycomore/fiche/2651
Duclaux-Monteil,Jules,Ardèche Groupe Progressiste,6 mai 1906,31 mai 1910,30 juillet 1848,2 avril 1939,2651,https://www2.assemblee-nationale.fr/sycomore/fiche/2651
Duclaux-Monteil,Jules,Ardèche Groupe Républicain progressiste,8 mai 1910,31 mai 1914,30 juillet 1848,2 avril 1939,2651,https://www2.assemblee-nationale.fr/sycomore/fiche/2651
Duclaux-Monteil,Jules,Ardèche Groupe Fédération républicaine,26 avril 1914,7 décembre 1919,30 juillet 1848,2 avril 1939,2651,https://www2.assemblee-nationale.fr/sycomore/fiche/2651
Duclaux-Monteil,Jules,Ardèche Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,30 juillet 1848,2 avril 1939,2651,https://www2.assemblee-nationale.fr/sycomore/fiche/2651
Duclaux-Monteil,Jules,Ardèche Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,30 juillet 1848,2 avril 1939,2651,https://www2.assemblee-nationale.fr/sycomore/fiche/2651
Duclaux-Monteil,Jules,Ardèche Groupe Union républicaine démocratique,22 avril 1928,10 février 1930,30 juillet 1848,2 avril 1939,2651,https://www2.assemblee-nationale.fr/sycomore/fiche/2651
Duclos,Jacques,Seine Groupe Communiste,28 mars 1926,31 mai 1928,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,Jacques,Seine Groupe Communiste,29 avril 1928,31 mai 1932,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,Jacques,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,Jacques,Seine Groupe Communiste,21 octobre 1945,10 juin 1946,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,Jacques,Seine Groupe Communiste,2 juin 1946,27 novembre 1946,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,Jacques,Seine Groupe Communiste,10 novembre 1946,4 juillet 1951,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,Jacques,Seine Groupe Communiste,17 juin 1951,1 décembre 1955,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,Jacques,Seine Groupe Communiste,2 janvier 1956,8 décembre 1958,2 octobre 1896,25 avril 1975,2652,https://www2.assemblee-nationale.fr/sycomore/fiche/2652
Duclos,"Jean, Marie, François, Dominique",Seine-et-Oise Groupe Communiste,3 mai 1936,21 janvier 1940,15 février 1895,28 juin 1957,2653,https://www2.assemblee-nationale.fr/sycomore/fiche/2653
Duclos,"Jean, Marie, François, Dominique",Seine-et-Oise Groupe Communiste,21 octobre 1945,10 juin 1946,15 février 1895,28 juin 1957,2653,https://www2.assemblee-nationale.fr/sycomore/fiche/2653
Duclos,"Jean, Marie, François, Dominique",Seine-et-Oise Groupe Communiste,2 juin 1946,27 novembre 1946,15 février 1895,28 juin 1957,2653,https://www2.assemblee-nationale.fr/sycomore/fiche/2653
Duclos,"Jean, Marie, François, Dominique",Seine-et-Oise Groupe Communiste,10 novembre 1946,4 juillet 1951,15 février 1895,28 juin 1957,2653,https://www2.assemblee-nationale.fr/sycomore/fiche/2653
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Républicain radical et radical-socialiste,17 juin 1951,1 décembre 1955,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Républicain radical et radical-socialiste,2 janvier 1956,8 décembre 1958,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Entente démocratique,30 novembre 1958,9 octobre 1962,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Rassemblement démocratique,25 novembre 1962,2 avril 1967,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Fédération de la gauche démocrate et socialiste,12 mars 1967,30 mai 1968,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Hippolyte, Roc, Aristide",Haute-Garonne Groupe Fédération de la gauche démocrate et socialiste,30 juin 1968,14 novembre 1970,4 octobre 1881,14 novembre 1970,2655,https://www2.assemblee-nationale.fr/sycomore/fiche/2655
Ducos,"Joseph, Pierre, Louis, Edouard",Vaucluse,3 septembre 1893,31 mai 1898,14 octobre 1833,21 juillet 1910,2656,https://www2.assemblee-nationale.fr/sycomore/fiche/2656
Ducoudray,François,Nièvre Groupe Extrême-gauche,4 octobre 1885,14 octobre 1889,19 août 1842,21 mai 1898,2657,https://www2.assemblee-nationale.fr/sycomore/fiche/2657
Ducoudray,François,Nièvre,22 septembre 1889,14 octobre 1893,19 août 1842,21 mai 1898,2657,https://www2.assemblee-nationale.fr/sycomore/fiche/2657
Augé,Joanny,Loire Groupe Socialistes unifiés,12 février 1905,31 mai 1906,11 décembre 1853,11 septembre 1925,266,https://www2.assemblee-nationale.fr/sycomore/fiche/266
