nom,prenom,legislature,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Beauguitte,"André, Emmanuel",IIIe législature,Meuse Groupe Républicains indépendants,5 mars 1967,30 mai 1968,6 juillet 1901,20 juin 1986,532,https://www2.assemblee-nationale.fr/sycomore/fiche/532
Beauguitte,"André, Emmanuel",IVe législature,Meuse Groupe Républicains indépendants,23 juin 1968,1 avril 1973,6 juillet 1901,20 juin 1986,532,https://www2.assemblee-nationale.fr/sycomore/fiche/532
Beauguitte,"André, Emmanuel",Ve législature,Meuse Groupe Républicains indépendants,2 avril 1973,2 avril 1978,6 juillet 1901,20 juin 1986,532,https://www2.assemblee-nationale.fr/sycomore/fiche/532
Moncelle,"Edouard, Marius, Joseph",XIIIe législature,Moselle Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,12 septembre 1879,14 janvier 1962,5334,https://www2.assemblee-nationale.fr/sycomore/fiche/5334
Moncelle,"Edouard, Marius, Joseph",XIVe législature,Moselle Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,12 septembre 1879,14 janvier 1962,5334,https://www2.assemblee-nationale.fr/sycomore/fiche/5334
Moncelle,"Edouard, Marius, Joseph",XVe législature,Moselle Groupe Députés du centre républicain,8 mai 1932,31 mai 1936,12 septembre 1879,14 janvier 1962,5334,https://www2.assemblee-nationale.fr/sycomore/fiche/5334
Moncelle,"Edouard, Marius, Joseph",XVIe législature,Moselle Groupe Indépendants républicains,3 mai 1936,31 mai 1942,12 septembre 1879,14 janvier 1962,5334,https://www2.assemblee-nationale.fr/sycomore/fiche/5334
Monfort,"Louis, Marie",XVIe législature,Finistère Groupe Non inscrit,3 mai 1936,31 mai 1942,5 décembre 1896,10 juin 1961,5339,https://www2.assemblee-nationale.fr/sycomore/fiche/5339
Monmousseau,"Gaston, René, Léon",XVIe législature,Seine Groupe Communiste,26 avril 1936,21 janvier 1940,17 janvier 1883,11 juillet 1960,5347,https://www2.assemblee-nationale.fr/sycomore/fiche/5347
Monnerville,Gaston,XVe législature,Guyane Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,2 janvier 1897,7 novembre 1991,5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348
Monnerville,Gaston,XVIe législature,Guyane Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,2 janvier 1897,7 novembre 1991,5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348
Monnerville,Gaston,Ire Assemblée nationale constituante,Guyane Groupe Radical et radical-socialiste,21 octobre 1945,10 juin 1946,2 janvier 1897,7 novembre 1991,5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348
Monnerville,Gaston,2e Assemblée nationale constituante,Guyane Groupe Radical et radical-socialiste,2 juin 1946,27 novembre 1946,2 janvier 1897,7 novembre 1991,5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348
Monnet,Georges,XIVe législature,Aisne Groupe Parti socialiste,29 avril 1928,31 mai 1932,12 août 1898,9 décembre 1980,5350,https://www2.assemblee-nationale.fr/sycomore/fiche/5350
Monnet,Georges,XVe législature,Aisne Groupe Parti socialiste,1 mai 1932,31 mai 1936,12 août 1898,9 décembre 1980,5350,https://www2.assemblee-nationale.fr/sycomore/fiche/5350
Monnet,Georges,XVIe législature,Aisne Groupe Socialiste,26 avril 1936,31 mai 1942,12 août 1898,9 décembre 1980,5350,https://www2.assemblee-nationale.fr/sycomore/fiche/5350
Beaumont,"Jean, Robert, Maurice la Bonninière de",XVIe législature,Cochinchine française Groupe Non inscrit,3 mai 1936,31 mai 1942,13 janvier 1904,12 juin 2002,536,https://www2.assemblee-nationale.fr/sycomore/fiche/536
Montaigu,Hubert de,Xe législature,Loire-Inférieure Groupe Droites,24 avril 1910,31 mai 1914,27 novembre 1877,6 juin 1959,5363,https://www2.assemblee-nationale.fr/sycomore/fiche/5363
Montaigu,Hubert de,XIe législature,Loire-Inférieure Groupe Droites,26 avril 1914,7 décembre 1919,27 novembre 1877,6 juin 1959,5363,https://www2.assemblee-nationale.fr/sycomore/fiche/5363
Montaigu,Hubert de,XIVe législature,Loire-Inférieure Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,27 novembre 1877,6 juin 1959,5363,https://www2.assemblee-nationale.fr/sycomore/fiche/5363
Montaigu,Hubert de,XVe législature,Loire-Inférieure Groupe Fédération républicaine,1 mai 1932,31 mai 1936,27 novembre 1877,6 juin 1959,5363,https://www2.assemblee-nationale.fr/sycomore/fiche/5363
Montaigu,Hubert de,XVIe législature,Loire-Inférieure Groupe Fédération républicaine de France,26 avril 1936,31 mai 1942,27 novembre 1877,6 juin 1959,5363,https://www2.assemblee-nationale.fr/sycomore/fiche/5363
Montalembert,Geoffroy de,XVIe législature,Seine-Inférieure Groupe Non inscrit,3 mai 1936,31 mai 1942,10 octobre 1898,2 mars 1993,5366,https://www2.assemblee-nationale.fr/sycomore/fiche/5366
Montel,"Maurice, Aimé, Louis, Joseph",XVIe législature,Cantal Groupe Gauche indépendante,3 mai 1936,31 mai 1942,10 juin 1900,14 mai 1996,5376,https://www2.assemblee-nationale.fr/sycomore/fiche/5376
Montel,"Maurice, Aimé, Louis, Joseph",Ire Assemblée nationale constituante,Cantal Groupe Socialiste,21 octobre 1945,10 juin 1946,10 juin 1900,14 mai 1996,5376,https://www2.assemblee-nationale.fr/sycomore/fiche/5376
Montigny,"Jean, Auguste",XIIIe législature,Sarthe Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,19 avril 1892,17 octobre 1970,5388,https://www2.assemblee-nationale.fr/sycomore/fiche/5388
Montigny,"Jean, Auguste",XIVe législature,Sarthe Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,19 avril 1892,17 octobre 1970,5388,https://www2.assemblee-nationale.fr/sycomore/fiche/5388
Montigny,"Jean, Auguste",XVe législature,Sarthe Groupe Indépendants de gauche,1 mai 1932,31 mai 1936,19 avril 1892,17 octobre 1970,5388,https://www2.assemblee-nationale.fr/sycomore/fiche/5388
Montigny,"Jean, Auguste",XVIe législature,Sarthe Groupe Gauche démocratique et radicale indépendante,26 avril 1936,31 mai 1942,19 avril 1892,17 octobre 1970,5388,https://www2.assemblee-nationale.fr/sycomore/fiche/5388
Monzie,Anatole de,IXe législature,Lot,7 novembre 1909,31 mai 1910,22 novembre 1876,11 janvier 1947,5394,https://www2.assemblee-nationale.fr/sycomore/fiche/5394
Monzie,Anatole de,Xe législature,Lot,24 avril 1910,31 mai 1914,22 novembre 1876,11 janvier 1947,5394,https://www2.assemblee-nationale.fr/sycomore/fiche/5394
Monzie,Anatole de,XIe législature,Lot,26 avril 1914,7 décembre 1919,22 novembre 1876,11 janvier 1947,5394,https://www2.assemblee-nationale.fr/sycomore/fiche/5394
Monzie,Anatole de,XIVe législature,Lot,20 octobre 1929,31 mai 1932,22 novembre 1876,11 janvier 1947,5394,https://www2.assemblee-nationale.fr/sycomore/fiche/5394
Monzie,Anatole de,XVe législature,Lot Groupe Parti socialiste français,8 mai 1932,31 mai 1936,22 novembre 1876,11 janvier 1947,5394,https://www2.assemblee-nationale.fr/sycomore/fiche/5394
Monzie,Anatole de,XVIe législature,Lot Groupe Union socialiste et républicaine,3 mai 1936,31 mai 1942,22 novembre 1876,11 janvier 1947,5394,https://www2.assemblee-nationale.fr/sycomore/fiche/5394
Môquet,Prosper,XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,6 janvier 1897,31 juillet 1986,5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396
Môquet,Prosper,Ire Assemblée nationale constituante,Yonne Groupe Communiste,21 octobre 1945,10 juin 1946,6 janvier 1897,31 juillet 1986,5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396
Môquet,Prosper,2e Assemblée nationale constituante,Yonne Groupe Communiste,2 juin 1946,27 novembre 1946,6 janvier 1897,31 juillet 1986,5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396
Môquet,Prosper,Ire législature,Yonne Groupe Communiste,10 novembre 1946,4 juillet 1951,6 janvier 1897,31 juillet 1986,5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396
Morane,Paul,XVIe législature,Côtes-du-Nord Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,17 juin 1901,27 février 1975,5400,https://www2.assemblee-nationale.fr/sycomore/fiche/5400
Moreau,"Gaston, Maurice",XVIe législature,Maine-et-Loire Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,3 octobre 1878,3 septembre 1958,5404,https://www2.assemblee-nationale.fr/sycomore/fiche/5404
Morin,Ferdinand,XIe législature,Indre-et-Loire Groupe Parti socialiste,10 mai 1914,7 décembre 1919,10 février 1876,8 février 1957,5421,https://www2.assemblee-nationale.fr/sycomore/fiche/5421
Morin,Ferdinand,XIIe législature,Indre-et-Loire Groupe Parti socialiste,16 novembre 1919,31 mai 1924,10 février 1876,8 février 1957,5421,https://www2.assemblee-nationale.fr/sycomore/fiche/5421
Morin,Ferdinand,XIIIe législature,Indre-et-Loire Groupe Parti socialiste,11 mai 1924,31 mai 1928,10 février 1876,8 février 1957,5421,https://www2.assemblee-nationale.fr/sycomore/fiche/5421
Morin,Ferdinand,XIVe législature,Indre-et-Loire Groupe Parti socialiste,29 avril 1928,31 mai 1932,10 février 1876,8 février 1957,5421,https://www2.assemblee-nationale.fr/sycomore/fiche/5421
Morin,Ferdinand,XVe législature,Indre-et-Loire Groupe Parti socialiste,8 mai 1932,31 mai 1936,10 février 1876,8 février 1957,5421,https://www2.assemblee-nationale.fr/sycomore/fiche/5421
Morin,Ferdinand,XVIe législature,Indre-et-Loire Groupe Socialiste,26 avril 1936,31 mai 1942,10 février 1876,8 février 1957,5421,https://www2.assemblee-nationale.fr/sycomore/fiche/5421
Morinaud,Emile,VIIe législature,Anciens départements d'Algérie,8 mai 1898,31 mai 1902,17 février 1865,20 février 1952,5425,https://www2.assemblee-nationale.fr/sycomore/fiche/5425
Morinaud,Emile,XIIe législature,Anciens départements d'Algérie,16 novembre 1919,31 mai 1924,17 février 1865,20 février 1952,5425,https://www2.assemblee-nationale.fr/sycomore/fiche/5425
Morinaud,Emile,XIIIe législature,Anciens départements d'Algérie Groupe Républicain socialiste et socialiste français,11 mai 1924,31 mai 1928,17 février 1865,20 février 1952,5425,https://www2.assemblee-nationale.fr/sycomore/fiche/5425
Morinaud,Emile,XIVe législature,Anciens départements d'Algérie Groupe Gauche sociale et radicale,22 avril 1928,31 mai 1932,17 février 1865,20 février 1952,5425,https://www2.assemblee-nationale.fr/sycomore/fiche/5425
Morinaud,Emile,XVe législature,Anciens départements d'Algérie Groupe Gauche radicale,1 mai 1932,31 mai 1936,17 février 1865,20 février 1952,5425,https://www2.assemblee-nationale.fr/sycomore/fiche/5425
Morinaud,Emile,XVIe législature,Anciens départements d'Algérie Groupe Gauche démocratique et radicale indépendante,26 avril 1936,31 mai 1942,17 février 1865,20 février 1952,5425,https://www2.assemblee-nationale.fr/sycomore/fiche/5425
Beauvillain,"Auguste, Arthur",XIIIe législature,Nord Groupe Parti socialiste,11 mai 1924,31 mai 1928,27 décembre 1878,9 février 1957,545,https://www2.assemblee-nationale.fr/sycomore/fiche/545
Beauvillain,"Auguste, Arthur",XVIe législature,Nord Groupe Socialiste,3 mai 1936,31 mai 1942,27 décembre 1878,9 février 1957,545,https://www2.assemblee-nationale.fr/sycomore/fiche/545
Mourer,Jean-Pierre,XIVe législature,Bas-Rhin Groupe Communiste,29 avril 1928,31 mai 1932,19 août 1897,10 juin 1947,5454,https://www2.assemblee-nationale.fr/sycomore/fiche/5454
Mourer,Jean-Pierre,XVe législature,Bas-Rhin Groupe Gauche indépendante,8 mai 1932,31 mai 1936,19 août 1897,10 juin 1947,5454,https://www2.assemblee-nationale.fr/sycomore/fiche/5454
Mourer,Jean-Pierre,XVIe législature,Bas-Rhin Groupe Indépendants d'action populaire,3 mai 1936,31 mai 1942,19 août 1897,10 juin 1947,5454,https://www2.assemblee-nationale.fr/sycomore/fiche/5454
Moustier,"Léonel, Marie, Ghislain, Alfred de",XIVe législature,Doubs Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,5 avril 1882,10 mai 1945,5462,https://www2.assemblee-nationale.fr/sycomore/fiche/5462
Moustier,"Léonel, Marie, Ghislain, Alfred de",XVe législature,Doubs Groupe Républicain et social,1 mai 1932,31 mai 1936,5 avril 1882,10 mai 1945,5462,https://www2.assemblee-nationale.fr/sycomore/fiche/5462
Moustier,"Léonel, Marie, Ghislain, Alfred de",XVIe législature,Doubs Groupe Républicains indépendants et d'action sociale,3 mai 1936,31 mai 1942,5 avril 1882,10 mai 1945,5462,https://www2.assemblee-nationale.fr/sycomore/fiche/5462
Moutet,Marius,XIe législature,Rhône Groupe Parti socialiste,9 août 1914,7 décembre 1919,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,XIIe législature,Rhône Groupe Parti socialiste,16 novembre 1919,31 mai 1924,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,XIIIe législature,Rhône Groupe Parti socialiste,11 mai 1924,31 mai 1928,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,XIVe législature,Drôme Groupe Parti socialiste,13 janvier 1929,31 mai 1932,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,XVe législature,Drôme Groupe Parti socialiste,8 mai 1932,31 mai 1936,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,XVIe législature,Drôme Groupe Socialiste,3 mai 1936,31 mai 1942,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,Ire Assemblée nationale constituante,Drôme Groupe Socialiste,21 octobre 1945,10 juin 1946,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,2e Assemblée nationale constituante,Drôme Groupe Socialiste,2 juin 1946,27 novembre 1946,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Moutet,Marius,Ire législature,Drôme Groupe Socialiste,10 novembre 1946,11 février 1947,19 avril 1876,29 octobre 1968,5466,https://www2.assemblee-nationale.fr/sycomore/fiche/5466
Mouton,Adrien,XVIe législature,Bouches-du-Rhône Groupe Communiste,3 mai 1936,21 janvier 1940,12 février 1902,19 juin 1988,5467,https://www2.assemblee-nationale.fr/sycomore/fiche/5467
Mouton,Adrien,Ire Assemblée nationale constituante,Bouches-du-Rhône Groupe Communiste,21 octobre 1945,10 juin 1946,12 février 1902,19 juin 1988,5467,https://www2.assemblee-nationale.fr/sycomore/fiche/5467
Mouton,Adrien,2e Assemblée nationale constituante,Bouches-du-Rhône Groupe Communiste,2 juin 1946,27 novembre 1946,12 février 1902,19 juin 1988,5467,https://www2.assemblee-nationale.fr/sycomore/fiche/5467
Mouton,Adrien,Ire législature,Bouches-du-Rhône Groupe Communiste,10 novembre 1946,4 juillet 1951,12 février 1902,19 juin 1988,5467,https://www2.assemblee-nationale.fr/sycomore/fiche/5467
Mouton,Adrien,IIe législature,Bouches-du-Rhône Groupe Communiste,17 juin 1951,1 décembre 1955,12 février 1902,19 juin 1988,5467,https://www2.assemblee-nationale.fr/sycomore/fiche/5467
Mouton,Adrien,IIIe législature,Bouches-du-Rhône Groupe Communiste,2 janvier 1956,8 décembre 1958,12 février 1902,19 juin 1988,5467,https://www2.assemblee-nationale.fr/sycomore/fiche/5467
Muret,"Auguste, Joseph, Vincent",XVIe législature,Hautes-Alpes Groupe Socialiste,3 mai 1936,31 mai 1942,5 avril 1894,31 juillet 1950,5488,https://www2.assemblee-nationale.fr/sycomore/fiche/5488
Béchard,Auguste,XVIe législature,Gard Groupe Communiste,3 mai 1936,21 janvier 1940,16 octobre 1883,22 août 1965,549,https://www2.assemblee-nationale.fr/sycomore/fiche/549
Musmeaux,Arthur,XVIe législature,Nord Groupe Communiste,3 mai 1936,21 janvier 1940,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,Ire Assemblée nationale constituante,Nord Groupe Communiste,21 octobre 1945,10 juin 1946,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,2e Assemblée nationale constituante,Nord Groupe Communiste,2 juin 1946,27 novembre 1946,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,Ire législature,Nord Groupe Communiste,10 novembre 1946,4 juillet 1951,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,IIe législature,Nord Groupe Communiste,17 juin 1951,1 décembre 1955,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,IIIe législature,Nord Groupe Communiste,2 janvier 1956,8 décembre 1958,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,IIe législature,Nord Groupe Communiste,25 novembre 1962,2 avril 1967,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,IIIe législature,Nord Groupe Communiste,12 mars 1967,30 mai 1968,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Musmeaux,Arthur,IVe législature,Nord Groupe Communiste,30 juin 1968,1 avril 1973,24 juin 1888,5 juillet 1981,5490,https://www2.assemblee-nationale.fr/sycomore/fiche/5490
Nachon,Louis,XVIe législature,Jura Groupe Gauche démocratique et radicale indépendante,3 mai 1936,31 mai 1942,31 décembre 1898,13 octobre 1983,5496,https://www2.assemblee-nationale.fr/sycomore/fiche/5496
Nader,Hervé,XVIe législature,Finistère Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,17 septembre 1899,28 avril 1985,5498,https://www2.assemblee-nationale.fr/sycomore/fiche/5498
Nader,Hervé,Ire législature,Finistère Groupe Union pour la nouvelle République,30 novembre 1958,9 octobre 1962,17 septembre 1899,28 avril 1985,5498,https://www2.assemblee-nationale.fr/sycomore/fiche/5498
Naphle,André,XVIe législature,Gironde Groupe Socialiste,3 mai 1936,31 mai 1942,13 juin 1903,26 juin 1941,5504,https://www2.assemblee-nationale.fr/sycomore/fiche/5504
Bèche,Emile,XVIe législature,Deux-Sèvres Groupe Socialiste,3 mai 1936,31 mai 1942,20 janvier 1898,19 mai 1977,551,https://www2.assemblee-nationale.fr/sycomore/fiche/551
Bèche,Emile,Ire Assemblée nationale constituante,Deux-Sèvres Groupe Socialiste,21 octobre 1945,10 juin 1946,20 janvier 1898,19 mai 1977,551,https://www2.assemblee-nationale.fr/sycomore/fiche/551
Bèche,Emile,2e Assemblée nationale constituante,Deux-Sèvres Groupe Socialiste,2 juin 1946,27 novembre 1946,20 janvier 1898,19 mai 1977,551,https://www2.assemblee-nationale.fr/sycomore/fiche/551
Bèche,Emile,Ire législature,Deux-Sèvres Groupe Socialiste,10 novembre 1946,4 juillet 1951,20 janvier 1898,19 mai 1977,551,https://www2.assemblee-nationale.fr/sycomore/fiche/551
Bèche,Emile,IIe législature,Deux-Sèvres Groupe Socialiste,17 juin 1951,1 décembre 1955,20 janvier 1898,19 mai 1977,551,https://www2.assemblee-nationale.fr/sycomore/fiche/551
Naudin,Raoul,XVIe législature,Nièvre Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,2 septembre 1889,26 janvier 1976,5515,https://www2.assemblee-nationale.fr/sycomore/fiche/5515
Nicod,René,XIIe législature,Ain Groupe Parti socialiste,16 novembre 1919,31 mai 1924,18 juillet 1881,14 mars 1950,5542,https://www2.assemblee-nationale.fr/sycomore/fiche/5542
Nicod,René,XVIe législature,Ain Groupe Communiste,3 mai 1936,31 mai 1942,18 juillet 1881,14 mars 1950,5542,https://www2.assemblee-nationale.fr/sycomore/fiche/5542
Niel,Jean,XIVe législature,Aveyron,20 juillet 1930,31 mai 1932,26 décembre 1894,24 janvier 1987,5552,https://www2.assemblee-nationale.fr/sycomore/fiche/5552
Niel,Jean,XVe législature,"Aveyron Groupe Indépendants d'action économique, sociale et paysanne",1 mai 1932,31 mai 1936,26 décembre 1894,24 janvier 1987,5552,https://www2.assemblee-nationale.fr/sycomore/fiche/5552
Niel,Jean,XVIe législature,Aveyron Groupe Indépendants républicains,26 avril 1936,31 mai 1942,26 décembre 1894,24 janvier 1987,5552,https://www2.assemblee-nationale.fr/sycomore/fiche/5552
Noguères,Louis,XVIe législature,Pyrénées-Orientales Groupe Socialiste,10 avril 1938,31 mai 1942,4 octobre 1881,5 mai 1956,5570,https://www2.assemblee-nationale.fr/sycomore/fiche/5570
Noguères,Louis,Ire Assemblée nationale constituante,Pyrénées-Orientales Groupe Socialiste,21 octobre 1945,10 juin 1946,4 octobre 1881,5 mai 1956,5570,https://www2.assemblee-nationale.fr/sycomore/fiche/5570
Noguères,Louis,2e Assemblée nationale constituante,Pyrénées-Orientales Groupe Socialiste,2 juin 1946,27 novembre 1946,4 octobre 1881,5 mai 1956,5570,https://www2.assemblee-nationale.fr/sycomore/fiche/5570
Noguères,Louis,Ire législature,Pyrénées-Orientales Groupe Socialiste,10 novembre 1946,4 juillet 1951,4 octobre 1881,5 mai 1956,5570,https://www2.assemblee-nationale.fr/sycomore/fiche/5570
Nouelle,Georges,XIIIe législature,Saône-et-Loire Groupe Parti socialiste,11 mai 1924,31 mai 1928,30 août 1887,7 octobre 1966,5581,https://www2.assemblee-nationale.fr/sycomore/fiche/5581
Nouelle,Georges,XIVe législature,Saône-et-Loire Groupe Parti socialiste,29 avril 1928,31 mai 1932,30 août 1887,7 octobre 1966,5581,https://www2.assemblee-nationale.fr/sycomore/fiche/5581
Nouelle,Georges,XVe législature,Saône-et-Loire Groupe Parti socialiste,1 mai 1932,31 mai 1936,30 août 1887,7 octobre 1966,5581,https://www2.assemblee-nationale.fr/sycomore/fiche/5581
Nouelle,Georges,XVIe législature,Saône-et-Loire Groupe Socialiste,3 mai 1936,31 mai 1942,30 août 1887,7 octobre 1966,5581,https://www2.assemblee-nationale.fr/sycomore/fiche/5581
Becquart,"Henri, Jules, Lucien",XVIe législature,Nord Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,1 octobre 1891,19 mars 1953,559,https://www2.assemblee-nationale.fr/sycomore/fiche/559
Oberkirch,Alfred,XIIe législature,Bas-Rhin Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,1 janvier 1876,5 janvier 1947,5590,https://www2.assemblee-nationale.fr/sycomore/fiche/5590
Oberkirch,Alfred,XIIIe législature,Bas-Rhin Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,1 janvier 1876,5 janvier 1947,5590,https://www2.assemblee-nationale.fr/sycomore/fiche/5590
Oberkirch,Alfred,XIVe législature,Bas-Rhin Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,1 janvier 1876,5 janvier 1947,5590,https://www2.assemblee-nationale.fr/sycomore/fiche/5590
Oberkirch,Alfred,XVe législature,Bas-Rhin Groupe Fédération républicaine,1 mai 1932,31 mai 1936,1 janvier 1876,5 janvier 1947,5590,https://www2.assemblee-nationale.fr/sycomore/fiche/5590
Oberkirch,Alfred,XVIe législature,Bas-Rhin Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,1 janvier 1876,5 janvier 1947,5590,https://www2.assemblee-nationale.fr/sycomore/fiche/5590
Oberkirch,Alfred,Ire Assemblée nationale constituante,Bas-Rhin Groupe Mouvement républicain populaire,21 octobre 1945,10 juin 1946,1 janvier 1876,5 janvier 1947,5590,https://www2.assemblee-nationale.fr/sycomore/fiche/5590
Bedin,"Camille, Fernand",XVIe législature,Dordogne Groupe Socialiste,3 mai 1936,31 mai 1942,8 janvier 1893,7 février 1979,563,https://www2.assemblee-nationale.fr/sycomore/fiche/563
Bedouce,Albert,IXe législature,Haute-Garonne Groupe Socialistes unifiés,20 mai 1906,31 mai 1910,8 janvier 1869,4 août 1947,564,https://www2.assemblee-nationale.fr/sycomore/fiche/564
Bedouce,Albert,Xe législature,Haute-Garonne Groupe Parti socialiste,8 mai 1910,31 mai 1914,8 janvier 1869,4 août 1947,564,https://www2.assemblee-nationale.fr/sycomore/fiche/564
Bedouce,Albert,XIe législature,Haute-Garonne Groupe Parti socialiste,10 mai 1914,7 décembre 1919,8 janvier 1869,4 août 1947,564,https://www2.assemblee-nationale.fr/sycomore/fiche/564
Bedouce,Albert,XIIIe législature,Haute-Garonne Groupe Parti socialiste,11 mai 1924,31 mai 1928,8 janvier 1869,4 août 1947,564,https://www2.assemblee-nationale.fr/sycomore/fiche/564
Bedouce,Albert,XIVe législature,Haute-Garonne Groupe Parti socialiste,29 avril 1928,31 mai 1932,8 janvier 1869,4 août 1947,564,https://www2.assemblee-nationale.fr/sycomore/fiche/564
Bedouce,Albert,XVe législature,Haute-Garonne Groupe Parti socialiste,1 mai 1932,31 mai 1936,8 janvier 1869,4 août 1947,564,https://www2.assemblee-nationale.fr/sycomore/fiche/564
Bedouce,Albert,XVIe législature,Haute-Garonne Groupe Socialiste,26 avril 1936,31 mai 1942,8 janvier 1869,4 août 1947,564,https://www2.assemblee-nationale.fr/sycomore/fiche/564
Pageot,Auguste,XVIe législature,Loire-Inférieure Groupe Socialiste,3 mai 1936,31 mai 1942,22 juillet 1884,19 novembre 1962,5647,https://www2.assemblee-nationale.fr/sycomore/fiche/5647
Palmade,Maurice,XIIIe législature,Charente-Inférieure Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,4 octobre 1886,3 janvier 1955,5662,https://www2.assemblee-nationale.fr/sycomore/fiche/5662
Palmade,Maurice,XIVe législature,Charente-Inférieure Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,4 octobre 1886,3 janvier 1955,5662,https://www2.assemblee-nationale.fr/sycomore/fiche/5662
Palmade,Maurice,XVe législature,Charente-Inférieure Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,4 octobre 1886,3 janvier 1955,5662,https://www2.assemblee-nationale.fr/sycomore/fiche/5662
Palmade,Maurice,XVIe législature,Charente-Inférieure Groupe Républicain radical et radical-socialiste,3 mai 1936,21 janvier 1938,4 octobre 1886,3 janvier 1955,5662,https://www2.assemblee-nationale.fr/sycomore/fiche/5662
Parayre,Joseph,XIVe législature,Pyrénées-Orientales Groupe Parti socialiste,1 février 1931,31 mai 1932,9 novembre 1893,10 septembre 1940,5679,https://www2.assemblee-nationale.fr/sycomore/fiche/5679
Parayre,Joseph,XVe législature,Pyrénées-Orientales Groupe Parti socialiste,8 mai 1932,31 mai 1936,9 novembre 1893,10 septembre 1940,5679,https://www2.assemblee-nationale.fr/sycomore/fiche/5679
Parayre,Joseph,XVIe législature,Pyrénées-Orientales Groupe Socialiste,3 mai 1936,21 janvier 1938,9 novembre 1893,10 septembre 1940,5679,https://www2.assemblee-nationale.fr/sycomore/fiche/5679
Parmentier,André,XVe législature,Nord Groupe Fédération républicaine,8 mai 1932,31 mai 1936,11 mars 1896,8 avril 1991,5686,https://www2.assemblee-nationale.fr/sycomore/fiche/5686
Parmentier,André,XVIe législature,Nord Groupe Fédération républicaine de France,26 avril 1936,31 mai 1942,11 mars 1896,8 avril 1991,5686,https://www2.assemblee-nationale.fr/sycomore/fiche/5686
