nom,prenom,role,from_date,to_date,birth_date,death_date,senat_id,url
LANCIEN,Ferdinand,Finistère,9 janvier 1921,31 décembre 1945,18 août 1874,7 janvier 1955,lancien_ferdinand0803r3,https://www.senat.fr/senateur-3eme-republique/lancien_ferdinand0803r3.html
LANCIEN,Ferdinand,Finistère,14 janvier 1930,,18 août 1874,7 janvier 1955,lancien_ferdinand0803r3,https://www.senat.fr/senateur-3eme-republique/lancien_ferdinand0803r3.html
LANCIEN,Ferdinand,Finistère,10 janvier 1939,,18 août 1874,7 janvier 1955,lancien_ferdinand0803r3,https://www.senat.fr/senateur-3eme-republique/lancien_ferdinand0803r3.html
LANDRODIE,Pierre,Charente-Inférieure,11 janvier 1920,21 octobre 1922,29 octobre 1858,21 octobre 1922,landrodie_pierre0421r3,https://www.senat.fr/senateur-3eme-republique/landrodie_pierre0421r3.html
LANDRODIE,Pierre,Charente-Inférieure,9 janvier 1921,,29 octobre 1858,21 octobre 1922,landrodie_pierre0421r3,https://www.senat.fr/senateur-3eme-republique/landrodie_pierre0421r3.html
LANDRY,Adolphe,Corse,14 janvier 1930,13 février 1930,29 septembre 1874,30 août 1956,landry_adolphe0199r4,https://www.senat.fr/senateur-3eme-republique/landry_adolphe0199r4.html
LANGLOIS,Hippolyte,Meurthe-et-Moselle,27 mai 1906,12 février 1912,3 avril 1839,12 février 1912,langlois_hippolyte0942r3,https://www.senat.fr/senateur-3eme-republique/langlois_hippolyte0942r3.html
LANGLOIS-MEURINNE,Maurice,Oise,22 juin 1924,9 janvier 1933,27 juin 1873,4 février 1943,langlois_meurinne_maurice0880r3,https://www.senat.fr/senateur-3eme-republique/langlois_meurinne_maurice0880r3.html
LANNELONGUE,Odilon,Gers,7 janvier 1906,21 décembre 1911,4 décembre 1840,21 décembre 1911,lannelongue_odilon0147r3,https://www.senat.fr/senateur-3eme-republique/lannelongue_odilon0147r3.html
LAPORTE-BISQUIT,Jean,Charente,7 janvier 1894,3 janvier 1903,5 novembre 1842,8 août 1908,laporte_bisquit_jean0395r3,https://www.senat.fr/senateur-3eme-republique/laporte_bisquit_jean0395r3.html
LAPORTE,Edouard,Lot-et-Garonne,25 janvier 1885,22 mars 1890,23 juillet 1833,22 mars 1890,laporte_edouard0750r3,https://www.senat.fr/senateur-3eme-republique/laporte_edouard0750r3.html
LAPORTE,Edouard,Lot-et-Garonne,5 janvier 1888,,23 juillet 1833,22 mars 1890,laporte_edouard0750r3,https://www.senat.fr/senateur-3eme-republique/laporte_edouard0750r3.html
LARERE,Louis,Côtes-du-Nord,7 janvier 1912,8 janvier 1921,6 août 1861,25 juillet 1932,larere_louis0566r3,https://www.senat.fr/senateur-3eme-republique/larere_louis0566r3.html
LAROCHE,Paul,Creuse,29 novembre 1885,6 janvier 1894,16 août 1832,"12 décembre
1904",laroche_paul0599r3,https://www.senat.fr/senateur-3eme-republique/laroche_paul0599r3.html
LASTEYRIE DU SAILLANT,Jules,Inamovible,10 décembre 1875,14 novembre 1883,29 octobre 1810,,lasteyrie_du_saillant_jules1496r3,https://www.senat.fr/senateur-3eme-republique/lasteyrie_du_saillant_jules1496r3.html
LATAPPY,Arthur,Landes,1er août 1897,13 avril 1919,16 mars 1830,,latappy_arthur0340r3,https://www.senat.fr/senateur-3eme-republique/latappy_arthur0340r3.html
LATAPPY,Arthur,Landes,7 janvier 1906,,16 mars 1830,,latappy_arthur0340r3,https://www.senat.fr/senateur-3eme-republique/latappy_arthur0340r3.html
LATERRADE,Alexandre,Gers,3 janvier 1897,6 janvier 1906,2 décembre 1823,7 février 1912,laterrade_alexandre0129r3,https://www.senat.fr/senateur-3eme-republique/laterrade_alexandre0129r3.html
LAUBRY,Charles,Yonne,3 janvier 1897,26 septembre 1899,19 avril 1842,26 septembre 1899,laubry_charles1843r3,https://www.senat.fr/senateur-3eme-republique/laubry_charles1843r3.html
LAUDIER,Henri,Cher,14 janvier 1930,10 octobre 1943,20 février 1878,10 octobre 1943,laudier_henri0442r3,https://www.senat.fr/senateur-3eme-republique/laudier_henri0442r3.html
LAUDIER,Henri,Cher,10 janvier 1939,,20 février 1878,10 octobre 1943,laudier_henri0442r3,https://www.senat.fr/senateur-3eme-republique/laudier_henri0442r3.html
LAURAINE,Jean-Octave,Charente-Inférieure,7 janvier 1923,8 septembre 1934,3 octobre 1864,8 septembre 1934,lauraine_jean_octave0422r3,https://www.senat.fr/senateur-3eme-republique/lauraine_jean_octave0422r3.html
LAURAINE,Jean-Octave,Charente-Inférieure,14 janvier 1930,,3 octobre 1864,8 septembre 1934,lauraine_jean_octave0422r3,https://www.senat.fr/senateur-3eme-republique/lauraine_jean_octave0422r3.html
LAURAINE,Jean-Octave,Charente-Inférieure,20 octobre 1929,,3 octobre 1864,8 septembre 1934,lauraine_jean_octave0422r3,https://www.senat.fr/senateur-3eme-republique/lauraine_jean_octave0422r3.html
LAURENS,Paul,Drôme,9 avril 1893,17 novembre 1901,27 septembre 1847,17 novembre 1901,laurens_paul0728r3,https://www.senat.fr/senateur-3eme-republique/laurens_paul0728r3.html
LAURENS,Paul,Drôme,7 janvier 1894,,27 septembre 1847,17 novembre 1901,laurens_paul0728r3,https://www.senat.fr/senateur-3eme-republique/laurens_paul0728r3.html
LAURENT-PICHAT,Léon,Inamovible,16 décembre 1875,12 juin 1886,11 juillet 1823,12 juin 1886,laurent_pichat_leon1497r3,https://www.senat.fr/senateur-3eme-republique/laurent_pichat_leon1497r3.html
LAUTIER,Pierre,Ardèche,10 janvier 1939,21 octobre 1945,18 mars 1890,12 décembre 1971,lautier_pierre1861r3,https://www.senat.fr/senateur-3eme-republique/lautier_pierre1861r3.html
LAUVRAY,Léon,Eure,10 janvier 1939,21 octobre 1945,24 septembre 1877,4 avril 1965,lauvray_leon0752r3,https://www.senat.fr/senateur-3eme-republique/lauvray_leon0752r3.html
LAVAL,Pierre,Puy-de-Dôme,9 janvier 1927,24 janvier 1936,28 juin 1883,15 octobre 1945,laval_pierre1565r3,https://www.senat.fr/senateur-3eme-republique/laval_pierre1565r3.html
LAVAL,Pierre,Puy-de-Dôme,14 janvier 1936,31 décembre 1944,28 juin 1883,15 octobre 1945,laval_pierre1565r3,https://www.senat.fr/senateur-3eme-republique/laval_pierre1565r3.html
LAVAL,Pierre,Puy-de-Dôme,25 janvier 1936,,28 juin 1883,15 octobre 1945,laval_pierre1565r3,https://www.senat.fr/senateur-3eme-republique/laval_pierre1565r3.html
LAVALLEY,Alexandre,Calvados,25 janvier 1885,20 juillet 1892,9 octobre 1821,20 juillet 1892,lavalley_alexandre0333r3,https://www.senat.fr/senateur-3eme-republique/lavalley_alexandre0333r3.html
LAVERGNE,Bernard,Tarn,18 août 1889,27 janvier 1900,11 juin 1815,10 novembre 1903,lavergne_bernard1682r3,https://www.senat.fr/senateur-3eme-republique/lavergne_bernard1682r3.html
LAVERGNE,Bernard,Tarn,4 janvier 1891,,11 juin 1815,10 novembre 1903,lavergne_bernard1682r3,https://www.senat.fr/senateur-3eme-republique/lavergne_bernard1682r3.html
LAVERGNE,Fernand,Tarn,11 octobre 1931,12 septembre 1945,21 janvier 1858,12 septembre 1945,lavergne_fernand1695r3,https://www.senat.fr/senateur-3eme-republique/lavergne_fernand1695r3.html
LAVERGNE,Fernand,Tarn,14 janvier 1936,,21 janvier 1858,12 septembre 1945,lavergne_fernand1695r3,https://www.senat.fr/senateur-3eme-republique/lavergne_fernand1695r3.html
LAVERTUJON,André,Gironde,31 juillet 1887,2 janvier 1897,26 juillet 1827,1er septembre 1914,lavertujon_andre0205r3,https://www.senat.fr/senateur-3eme-republique/lavertujon_andre0205r3.html
LAVERTUJON,André,Gironde,5 janvier 1888,,26 juillet 1827,1er septembre 1914,lavertujon_andre0205r3,https://www.senat.fr/senateur-3eme-republique/lavertujon_andre0205r3.html
LAVERTUJON,Henri,Haute-Vienne,28 janvier 1900,11 septembre 1907,19 avril 1855,11 septembre 1907,lavertujon_henri1778r3,https://www.senat.fr/senateur-3eme-republique/lavertujon_henri1778r3.html
LAVOINNE,André,Seine-Inférieure,9 janvier 1927,31 décembre 1944,1er juillet 1867,11 novembre 1952,lavoinne_andre1612r3,https://www.senat.fr/senateur-3eme-republique/lavoinne_andre1612r3.html
LAVOINNE,André,Seine-Inférieure,14 janvier 1936,,1er juillet 1867,11 novembre 1952,lavoinne_andre1612r3,https://www.senat.fr/senateur-3eme-republique/lavoinne_andre1612r3.html
LE BAIL,Georges,Finistère,16 décembre 1928,3 février 1937,15 juin 1857,3 février 1937,le_bail_georges0793r3,https://www.senat.fr/senateur-3eme-republique/le_bail_georges0793r3.html
LE BAIL,Georges,Finistère,14 janvier 1930,,15 juin 1857,3 février 1937,le_bail_georges0793r3,https://www.senat.fr/senateur-3eme-republique/le_bail_georges0793r3.html
LE BARILLIER,Albert,Basses-Pyrénées,11 janvier 1920,8 janvier 1927,6 octobre 1855,11 mars 1940,le_barillier_albert1052r3,https://www.senat.fr/senateur-3eme-republique/le_barillier_albert1052r3.html
LE BASTARD,Edgar,Ille-et-Vilaine,5 janvier 1879,4 janvier 1888,21 janvier 1836,28 juin 1891,le_bastard_edgar0551r3,https://www.senat.fr/senateur-3eme-republique/le_bastard_edgar0551r3.html
LE BLOND,Désiré,Marne,5 janvier 1879,21 juillet 1886,9 mai 1812,21 juillet 1886,le_blond_desire0633r3,https://www.senat.fr/senateur-3eme-republique/le_blond_desire0633r3.html
LE BRETON,Paul,Mayenne,5 janvier 1888,24 septembre 1915,12 septembre 1833,24 septembre 1915,le_breton_paul0954r3,https://www.senat.fr/senateur-3eme-republique/le_breton_paul0954r3.html
LE BRETON,Paul,Mayenne,20 octobre 1907,,12 septembre 1833,24 septembre 1915,le_breton_paul0954r3,https://www.senat.fr/senateur-3eme-republique/le_breton_paul0954r3.html
LE CHERBONNIER,Auguste,Corrèze,25 janvier 1885,6 janvier 1894,9 septembre 1822,19 octobre 1896,le_cherbonnier_auguste0461r3,https://www.senat.fr/senateur-3eme-republique/le_cherbonnier_auguste0461r3.html
LE CHEVALIER,Georges,Sarthe,4 janvier 1903,7 mars 1909,11 novembre 1839,7 mars 1909,le_chevalier_georges1247r3,https://www.senat.fr/senateur-3eme-republique/le_chevalier_georges1247r3.html
LE CHEVALIER,Georges,Sarthe,3 janvier 1909,,11 novembre 1839,7 mars 1909,le_chevalier_georges1247r3,https://www.senat.fr/senateur-3eme-republique/le_chevalier_georges1247r3.html
LE COUR-GRANDMAISON,Charles,Loire-Inférieure,24 mars 1895,16 janvier 1901,12 février 1848,16 janvier 1901,le_cour_grandmaison_charles1288r3,https://www.senat.fr/senateur-3eme-republique/le_cour_grandmaison_charles1288r3.html
LE COUR-GRANDMAISON,Charles,Loire-Inférieure,3 janvier 1897,,12 février 1848,16 janvier 1901,le_cour_grandmaison_charles1288r3,https://www.senat.fr/senateur-3eme-republique/le_cour_grandmaison_charles1288r3.html
LE COUR-GRANDMAISON,Henri,Loire-Inférieure,14 avril 1901,21 mars 1916,27 février 1849,21 mars 1916,le_cour_grandmaison_henri1289r3,https://www.senat.fr/senateur-3eme-republique/le_cour_grandmaison_henri1289r3.html
LE COUR-GRANDMAISON,Henri,Loire-Inférieure,7 janvier 1906,,27 février 1849,21 mars 1916,le_cour_grandmaison_henri1289r3,https://www.senat.fr/senateur-3eme-republique/le_cour_grandmaison_henri1289r3.html
LE GORGEU,Victor,Finistère,31 janvier 1931,21 octobre 1945,5 mai 1881,11 septembre 1963,le_gorgeu_victor0818r3,https://www.senat.fr/senateur-3eme-republique/le_gorgeu_victor0818r3.html
LE GORGEU,Victor,Finistère,10 janvier 1939,,5 mai 1881,11 septembre 1963,le_gorgeu_victor0818r3,https://www.senat.fr/senateur-3eme-republique/le_gorgeu_victor0818r3.html
LE GUAY,Gilbert,Puy-de-Dôme,16 juin 1889,3 janvier 1891,12 mai 1839,14 novembre 1896,le_guay_gilbert0985r3,https://www.senat.fr/senateur-3eme-republique/le_guay_gilbert0985r3.html
LE GUAY,Léon,Maine-et-Loire,30 janvier 1876,25 janvier 1891,3 juillet 1827,25 janvier 1891,le_guay_leon1073r3,https://www.senat.fr/senateur-3eme-republique/le_guay_leon1073r3.html
LE GUAY,Léon,Maine-et-Loire,5 janvier 1879,,3 juillet 1827,25 janvier 1891,le_guay_leon1073r3,https://www.senat.fr/senateur-3eme-republique/le_guay_leon1073r3.html
LE GUAY,Léon,Maine-et-Loire,5 janvier 1888,,3 juillet 1827,25 janvier 1891,le_guay_leon1073r3,https://www.senat.fr/senateur-3eme-republique/le_guay_leon1073r3.html
LE GUEN,Edouard,Finistère,5 novembre 1882,6 janvier 1894,31 août 1826,,le_guen_edouard0796r3,https://www.senat.fr/senateur-3eme-republique/le_guen_edouard0796r3.html
LE GUEN,Edouard,Finistère,25 janvier 1885,,31 août 1826,,le_guen_edouard0796r3,https://www.senat.fr/senateur-3eme-republique/le_guen_edouard0796r3.html
LE HARS,Théodore,Finistère,11 janvier 1920,2 octobre 1928,12 août 1861,2 octobre 1928,le_hars_theodore0792r3,https://www.senat.fr/senateur-3eme-republique/le_hars_theodore0792r3.html
LE HARS,Théodore,Finistère,9 janvier 1921,,12 août 1861,2 octobre 1928,le_hars_theodore0792r3,https://www.senat.fr/senateur-3eme-republique/le_hars_theodore0792r3.html
LE HARS,Théodore,Finistère,9 janvier 1921,,12 août 1861,2 octobre 1928,le_hars_theodore0792r3,https://www.senat.fr/senateur-3eme-republique/le_hars_theodore0792r3.html
LE HERISSE,René,Ille-et-Vilaine,13 juillet 1913,10 janvier 1920,14 décembre 1857,23 mai 1922,le_herisse_rene0541r3,https://www.senat.fr/senateur-3eme-republique/le_herisse_rene0541r3.html
LE HERISSE,René,Ille-et-Vilaine,22 septembre 1889,,14 décembre 1857,23 mai 1922,le_herisse_rene0541r3,https://www.senat.fr/senateur-3eme-republique/le_herisse_rene0541r3.html
LE JEUNE,Olivier,Finistère,10 janvier 1939,21 octobre 1945,17 janvier 1887,11 mars 1972,le_jeune_olivier0788r3,https://www.senat.fr/senateur-3eme-republique/le_jeune_olivier0788r3.html
LE LOUEDEC,Jules,Finistère,14 janvier 1930,19 mars 1931,1er juin 1856,19 mars 1931,le_louedec_jules0811r3,https://www.senat.fr/senateur-3eme-republique/le_louedec_jules0811r3.html
LE MOIGNIC,Eugène,,9 décembre 1928,31 décembre 1944,2 mai 1875,1er août 1947,le_moignic_eugene1836r3,https://www.senat.fr/senateur-3eme-republique/le_moignic_eugene1836r3.html
LE MOIGNIC,Eugène,,14 janvier 1936,,2 mai 1875,1er août 1947,le_moignic_eugene1836r3,https://www.senat.fr/senateur-3eme-republique/le_moignic_eugene1836r3.html
LE MOIGNIC,Eugène,,20 octobre 1935,,2 mai 1875,1er août 1947,le_moignic_eugene1836r3,https://www.senat.fr/senateur-3eme-republique/le_moignic_eugene1836r3.html
LE MONNIER,Pierre,Sarthe,8 janvier 1882,11 janvier 1895,5 septembre 1815,11 janvier 1895,le_monnier_pierre1250r3,https://www.senat.fr/senateur-3eme-republique/le_monnier_pierre1250r3.html
LE MONNIER,Pierre,Sarthe,4 janvier 1891,,5 septembre 1815,11 janvier 1895,le_monnier_pierre1250r3,https://www.senat.fr/senateur-3eme-republique/le_monnier_pierre1250r3.html
LE PELLETIER,Ferdinand,Mayenne,21 janvier 1934,17 septembre 1939,16 mai 1864,17 septembre 1939,le_pelletier_ferdinand0968r3,https://www.senat.fr/senateur-3eme-republique/le_pelletier_ferdinand0968r3.html
LE PLAY,Albert,Haute-Vienne,16 octobre 1892,3 janvier 1900,"27 juillet
1842",8 mars 1937,le_play_albert1776r3,https://www.senat.fr/senateur-3eme-republique/le_play_albert1776r3.html
LE PROVOST DE LAUNAY,Louis,Côtes-du-Nord,16 février 1896,17 août 1912,8 juin 1850,,le_provost_de_launay_louis0584r3,https://www.senat.fr/senateur-3eme-republique/le_provost_de_launay_louis0584r3.html
LE PROVOST DE LAUNAY,Louis,Côtes-du-Nord,4 janvier 1903,,8 juin 1850,,le_provost_de_launay_louis0584r3,https://www.senat.fr/senateur-3eme-republique/le_provost_de_launay_louis0584r3.html
LE PROVOST DE LAUNAY,Louis,Côtes-du-Nord,7 janvier 1912,,8 juin 1850,,le_provost_de_launay_louis0584r3,https://www.senat.fr/senateur-3eme-republique/le_provost_de_launay_louis0584r3.html
LE PROVOST DE LAUNAY,Pierre,Côtes-du-Nord,5 juillet 1885,30 mars 1886,25 janvier 1823,30 mars 1886,le_provost_de_launay_pierre0570r3,https://www.senat.fr/senateur-3eme-republique/le_provost_de_launay_pierre0570r3.html
LE ROUX,Hugues,Seine-et-Oise,11 janvier 1920,14 novembre 1925,23 novembre 1860,14 novembre 1925,le_roux_hugues1668r3,https://www.senat.fr/senateur-3eme-republique/le_roux_hugues1668r3.html
LE ROUX,Paul,Vendée,11 juillet 1897,26 avril 1923,26 septembre 1850,26 avril 1923,le_roux_paul1745r3,https://www.senat.fr/senateur-3eme-republique/le_roux_paul1745r3.html
LE ROUX,Paul,Vendée,28 janvier 1900,,26 septembre 1850,26 avril 1923,le_roux_paul1745r3,https://www.senat.fr/senateur-3eme-republique/le_roux_paul1745r3.html
LE ROUX,Paul,Vendée,3 janvier 1909,,26 septembre 1850,26 avril 1923,le_roux_paul1745r3,https://www.senat.fr/senateur-3eme-republique/le_roux_paul1745r3.html
LE ROUX,Paul,Vendée,11 janvier 1920,,26 septembre 1850,26 avril 1923,le_roux_paul1745r3,https://www.senat.fr/senateur-3eme-republique/le_roux_paul1745r3.html
LE ROYER,Philippe-Elie,Inamovible,13 décembre 1875,22 février 1897,27 juin 1816,22 février 1897,le_royer_philippe_elie1502r3,https://www.senat.fr/senateur-3eme-republique/le_royer_philippe_elie1502r3.html
LE TROADEC,Paul,Côtes-du-Nord,5 septembre 1920,13 janvier 1930,28 avril 1860,31 mars 1933,le_troadec_paul0586r3,https://www.senat.fr/senateur-3eme-republique/le_troadec_paul0586r3.html
LE TROADEC,Paul,Côtes-du-Nord,9 janvier 1921,,28 avril 1860,31 mars 1933,le_troadec_paul0586r3,https://www.senat.fr/senateur-3eme-republique/le_troadec_paul0586r3.html
LE TROCQUER,Yves,Côtes-du-Nord,14 janvier 1930,21 février 1938,4 octobre 1877,21 février 1938,le_trocquer_yves0588r3,https://www.senat.fr/senateur-3eme-republique/le_trocquer_yves0588r3.html
LEBERT,André,Sarthe,6 janvier 1909,4 février 1942,15 décembre 1864,4 février 1942,lebert_andre1248r3,https://www.senat.fr/senateur-3eme-republique/lebert_andre1248r3.html
LEBERT,André,Sarthe,11 janvier 1920,,15 décembre 1864,4 février 1942,lebert_andre1248r3,https://www.senat.fr/senateur-3eme-republique/lebert_andre1248r3.html
LEBERT,André,Sarthe,9 janvier 1927,,15 décembre 1864,4 février 1942,lebert_andre1248r3,https://www.senat.fr/senateur-3eme-republique/lebert_andre1248r3.html
LEBERT,André,Sarthe,14 janvier 1936,,15 décembre 1864,4 février 1942,lebert_andre1248r3,https://www.senat.fr/senateur-3eme-republique/lebert_andre1248r3.html
LEBLANC,Edmond,Mayenne,19 avril 1925,31 décembre 1941,7 février 1867,9 février 1956,leblanc_edmond0970r3,https://www.senat.fr/senateur-3eme-republique/leblanc_edmond0970r3.html
LEBLANC,Edmond,Mayenne,10 janvier 1933,,7 février 1867,9 février 1956,leblanc_edmond0970r3,https://www.senat.fr/senateur-3eme-republique/leblanc_edmond0970r3.html
LEBLOND,Charles,Seine-Inférieure,21 septembre 1913,10 janvier 1920,29 février 1856,18 février 1934,leblond_charles1609r3,https://www.senat.fr/senateur-3eme-republique/leblond_charles1609r3.html
LEBOEUF,Marcel,Nièvre,10 janvier 1933,31 décembre 1941,5 décembre 1872,11 mars 1943,leboeuf_marcel1266r3,https://www.senat.fr/senateur-3eme-republique/leboeuf_marcel1266r3.html
LEBRUN,Albert,Meurthe-et-Moselle,11 janvier 1920,12 mai 1932,29 août 1871,6 mars 1950,lebrun_albert0945r3,https://www.senat.fr/senateur-3eme-republique/lebrun_albert0945r3.html
LEBRUN,Albert,Meurthe-et-Moselle,6 janvier 1924,,29 août 1871,6 mars 1950,lebrun_albert0945r3,https://www.senat.fr/senateur-3eme-republique/lebrun_albert0945r3.html
LECLER,Pierre,Creuse,17 mars 1889,16 décembre 1895,30 juillet 1814,16 décembre 1895,lecler_pierre0631r3,https://www.senat.fr/senateur-3eme-republique/lecler_pierre0631r3.html
LECLER,Pierre,Creuse,7 janvier 1894,,30 juillet 1814,16 décembre 1895,lecler_pierre0631r3,https://www.senat.fr/senateur-3eme-republique/lecler_pierre0631r3.html
LECLERC DE JUIGNE,Charles,Loire-Inférieure,18 mars 1900,13 octobre 1900,15 juin 1825,13 octobre 1900,leclerc_de_juigne_charles1283r3,https://www.senat.fr/senateur-3eme-republique/leclerc_de_juigne_charles1283r3.html
LECLERC,Jean,Haute-Vienne,9 janvier 1927,13 janvier 1936,24 mars 1859,30 juillet 1945,leclerc_jean1793r3,https://www.senat.fr/senateur-3eme-republique/leclerc_jean1793r3.html
LECOINTE,Alphonse,Eure,26 février 1882,23 décembre 1890,12 juillet 1817,23 décembre 1890,lecointe_alphonse0735r3,https://www.senat.fr/senateur-3eme-republique/lecointe_alphonse0735r3.html
LECOINTE,Alphonse,Eure,25 janvier 1885,,12 juillet 1817,23 décembre 1890,lecointe_alphonse0735r3,https://www.senat.fr/senateur-3eme-republique/lecointe_alphonse0735r3.html
LECOMTE,Maxime,Nord,4 janvier 1891,10 juin 1914,1er mars 1846,10 juin 1914,lecomte_maxime1379r3,https://www.senat.fr/senateur-3eme-republique/lecomte_maxime1379r3.html
LECOMTE,Maxime,Nord,3 janvier 1897,,1er mars 1846,10 juin 1914,lecomte_maxime1379r3,https://www.senat.fr/senateur-3eme-republique/lecomte_maxime1379r3.html
LECOMTE,Maxime,Nord,7 janvier 1906,,1er mars 1846,10 juin 1914,lecomte_maxime1379r3,https://www.senat.fr/senateur-3eme-republique/lecomte_maxime1379r3.html
LECOURTIER,Georges,Meuse,6 janvier 1924,26 juillet 1940,23 décembre 1866,26 juillet 1940,lecourtier_georges1026r3,https://www.senat.fr/senateur-3eme-republique/lecourtier_georges1026r3.html
LECOURTIER,Georges,Meuse,10 janvier 1933,,23 décembre 1866,26 juillet 1940,lecourtier_georges1026r3,https://www.senat.fr/senateur-3eme-republique/lecourtier_georges1026r3.html
LECULIER,Henri,Jura,7 novembre 1937,31 décembre 1941,23 juillet 1874,2 juin 1949,leculier_henri0454r3,https://www.senat.fr/senateur-3eme-republique/leculier_henri0454r3.html
LEDERLIN,Paul,Corse,11 janvier 1920,8 janvier 1927,8 mai 1868,11 mars 1949,lederlin_paul0496r3,https://www.senat.fr/senateur-3eme-republique/lederlin_paul0496r3.html
LEDERLIN,Paul,Corse,11 mai 1930,21 octobre 1945,8 mai 1868,11 mars 1949,lederlin_paul0496r3,https://www.senat.fr/senateur-3eme-republique/lederlin_paul0496r3.html
LEDERLIN,Paul,Corse,10 janvier 1939,,8 mai 1868,11 mars 1949,lederlin_paul0496r3,https://www.senat.fr/senateur-3eme-republique/lederlin_paul0496r3.html
LEFAS,Alexandre,Ille-et-Vilaine,10 janvier 1933,31 décembre 1941,20 septembre 1871,30 juillet 1950,lefas_alexandre0535r3,https://www.senat.fr/senateur-3eme-republique/lefas_alexandre0535r3.html
LEFEBVRE de LABOULAYE,Edouard,Inamovible,10 décembre 1875,25 mai 1883,18 janvier 1811,25 mai 1883,lefebvre_de_laboulaye_edouard1490r3,https://www.senat.fr/senateur-3eme-republique/lefebvre_de_laboulaye_edouard1490r3.html
LEFEBVRE DU PREY,Edmond,Pas-de-Calais,18 décembre 1927,31 décembre 1944,16 octobre 1866,14 janvier 1955,lefebvre_du_prey_edmond0976r3,https://www.senat.fr/senateur-3eme-republique/lefebvre_du_prey_edmond0976r3.html
LEFEBVRE DU PREY,Edmond,Pas-de-Calais,14 janvier 1936,,16 octobre 1866,14 janvier 1955,lefebvre_du_prey_edmond0976r3,https://www.senat.fr/senateur-3eme-republique/lefebvre_du_prey_edmond0976r3.html
LEFEVRE,Abel,Eure,17 juillet 1921,9 janvier 1939,27 novembre 1870,19 juillet 1948,lefevre_abel0761r3,https://www.senat.fr/senateur-3eme-republique/lefevre_abel0761r3.html
LEFEVRE,Abel,Eure,14 janvier 1930,,27 novembre 1870,19 juillet 1948,lefevre_abel0761r3,https://www.senat.fr/senateur-3eme-republique/lefevre_abel0761r3.html
LEFEVRE,Alexandre,Seine,4 janvier 1891,22 janvier 1914,28 novembre 1834,22 janvier 1914,lefevre_alexandre1371r3,https://www.senat.fr/senateur-3eme-republique/lefevre_alexandre1371r3.html
LEFEVRE,Alexandre,Seine,28 janvier 1900,,28 novembre 1834,22 janvier 1914,lefevre_alexandre1371r3,https://www.senat.fr/senateur-3eme-republique/lefevre_alexandre1371r3.html
LEFEVRE,Alexandre,Seine,3 janvier 1909,,28 novembre 1834,22 janvier 1914,lefevre_alexandre1371r3,https://www.senat.fr/senateur-3eme-republique/lefevre_alexandre1371r3.html
LEFEVRE,Alexandre,Seine,28 janvier 1900,,28 novembre 1834,22 janvier 1914,lefevre_alexandre1371r3,https://www.senat.fr/senateur-3eme-republique/lefevre_alexandre1371r3.html
LEFRANC,Victor,Inamovible,21 mai 1881,13 septembre 1883,2 mars 1809,13 septembre 1883,lefranc_victor1499r3,https://www.senat.fr/senateur-3eme-republique/lefranc_victor1499r3.html
LEGLOS,Joseph,Indre,17 juin 1906,12 mars 1924,6 février 1864,12 mars 1924,leglos_joseph0273r3,https://www.senat.fr/senateur-3eme-republique/leglos_joseph0273r3.html
LEGLOS,Joseph,Indre,11 janvier 1920,,6 février 1864,12 mars 1924,leglos_joseph0273r3,https://www.senat.fr/senateur-3eme-republique/leglos_joseph0273r3.html
LEGLOS,Joseph,Indre,6 janvier 1924,,6 février 1864,12 mars 1924,leglos_joseph0273r3,https://www.senat.fr/senateur-3eme-republique/leglos_joseph0273r3.html
LEGLUDIC,Prosper,Sarthe,24 mars 1895,28 août 1904,16 avril 1843,28 août 1904,legludic_prosper1251r3,https://www.senat.fr/senateur-3eme-republique/legludic_prosper1251r3.html
LEGLUDIC,Prosper,Sarthe,23 janvier 1900,,16 avril 1843,28 août 1904,legludic_prosper1251r3,https://www.senat.fr/senateur-3eme-republique/legludic_prosper1251r3.html
LEGLUDIC,Prosper,Sarthe,28 janvier 1900,,16 avril 1843,28 août 1904,legludic_prosper1251r3,https://www.senat.fr/senateur-3eme-republique/legludic_prosper1251r3.html
LEGRAND Gery dit,GERY-LEGRAND,Nord,21 juin 1888,29 août 1902,23 mai 1837,29 août 1902,legrand_gery1408r3,https://www.senat.fr/senateur-3eme-republique/legrand_gery1408r3.html
LEGRAND Gery dit,GERY-LEGRAND,Nord,3 janvier 1897,,23 mai 1837,29 août 1902,legrand_gery1408r3,https://www.senat.fr/senateur-3eme-republique/legrand_gery1408r3.html
LEGRAND,Louis,Seine-et-Oise,28 janvier 1900,2 janvier 1909,29 avril 1838,17 février 1926,legrand_louis1628r3,https://www.senat.fr/senateur-3eme-republique/legrand_louis1628r3.html
LEGUET,Firmin,Ardennes,2 février 1936,21 octobre 1945,23 février 1880,22 août 1955,leguet_firmin0170r3,https://www.senat.fr/senateur-3eme-republique/leguet_firmin0170r3.html
LEGUET,Firmin,Ardennes,10 janvier 1939,,23 février 1880,22 août 1955,leguet_firmin0170r3,https://www.senat.fr/senateur-3eme-republique/leguet_firmin0170r3.html
LELIEVRE,Adolphe,Jura,5 janvier 1888,6 janvier 1906,25 juillet 1836,16 mars 1915,lelievre_adolphe0450r3,https://www.senat.fr/senateur-3eme-republique/lelievre_adolphe0450r3.html
